#
15802.6474609375,20398.046875,31547.962890625
18694.26171875,14159.3310546875,20788.228515625
16044.6484375,20068.400390625,31119.380859375
15648.748046875,21044.0625,32410.486328125
16083.9326171875,16533.7265625,24980.3046875
#
18694.26171875,14159.3310546875,20788.228515625
14862.5732421875,20572.337890625,31646.3359375
15366.7685546875,18928.759765625,29178.697265625
16083.9326171875,16533.7265625,24980.3046875
#
16062.3896484375,18590.515625,28535.134765625
18694.26171875,14159.3310546875,20788.228515625
14862.5732421875,20572.337890625,31646.3359375
15366.7685546875,18928.759765625,29178.697265625
16083.9326171875,16533.7265625,24980.3046875
#
18694.26171875,14159.3310546875,20788.228515625
15746.7900390625,17807.26953125,27122.03125
16083.9326171875,16533.7265625,24980.3046875
15366.7685546875,18928.759765625,29178.697265625
17332.140625,14725.0751953125,21700.228515625
#
15578.4462890625,19520.224609375,29932.2578125
18694.26171875,14159.3310546875,20788.228515625
15658.5205078125,18993.0625,29087.87109375
15746.7900390625,17807.26953125,27122.03125
16034.986328125,16871.017578125,25610.794921875
16083.9326171875,16533.7265625,24980.3046875
15456.23828125,20655.615234375,31623.482421875
17332.140625,14725.0751953125,21700.228515625
#
16143.685546875,16099.921875,24052.64453125
18694.26171875,14159.3310546875,20788.228515625
15746.7900390625,17807.26953125,27122.03125
16034.986328125,16871.017578125,25610.794921875
16083.9326171875,16533.7265625,24980.3046875
14681.306640625,18993.78515625,29068.982421875
17332.140625,14725.0751953125,21700.228515625
#
16030.24609375,17058.716796875,25876.673828125
16143.685546875,16099.921875,24052.64453125
15195.5732421875,21769.404296875,33509.01171875
15578.4462890625,19520.224609375,29932.2578125
18694.26171875,14159.3310546875,20788.228515625
15413.205078125,20696.650390625,31747.396484375
15706.763671875,17322.8359375,26282.197265625
16034.986328125,16871.017578125,25610.794921875
16083.9326171875,16533.7265625,24980.3046875
15594.3515625,18360.986328125,27953.974609375
15456.23828125,20655.615234375,31623.482421875
17332.140625,14725.0751953125,21700.228515625
#
16030.24609375,17058.716796875,25876.673828125
16143.685546875,16099.921875,24052.64453125
18694.26171875,14159.3310546875,20788.228515625
15706.763671875,17322.8359375,26282.197265625
16034.986328125,16871.017578125,25610.794921875
16083.9326171875,16533.7265625,24980.3046875
15275.830078125,18653.759765625,28531.7578125
15594.3515625,18360.986328125,27953.974609375
17332.140625,14725.0751953125,21700.228515625
#
17094.275390625,15714.5068359375,23594.240234375
16143.685546875,16099.921875,24052.64453125
15129.3837890625,16050.2587890625,24092.060546875
14744.59765625,18495.912109375,28263.6015625
18694.26171875,14159.3310546875,20788.228515625
17332.140625,14725.0751953125,21700.228515625
#
17094.275390625,15714.5068359375,23594.240234375
16143.685546875,16099.921875,24052.64453125
15129.3837890625,16050.2587890625,24092.060546875
14744.59765625,18495.912109375,28263.6015625
18694.26171875,14159.3310546875,20788.228515625
17332.140625,14725.0751953125,21700.228515625
#
17094.275390625,15714.5068359375,23594.240234375
16143.685546875,16099.921875,24052.64453125
15129.3837890625,16050.2587890625,24092.060546875
14744.59765625,18495.912109375,28263.6015625
16212.9482421875,15887.19140625,23783.021484375
17332.140625,14725.0751953125,21700.228515625
#
17094.275390625,15714.5068359375,23594.240234375
16143.685546875,16099.921875,24052.64453125
15129.3837890625,16050.2587890625,24092.060546875
14744.59765625,18495.912109375,28263.6015625
