[3.5927481651306152, 0.3956834673881531]
[4.413158893585205, 0.49640288949012756]
[4.291171550750732, 0.6690647602081299]
[4.077811241149902, 0.5899280309677124]
[4.257828235626221, 0.2589927911758423]
[4.357290744781494, 0.4748201370239258]
[3.3514556884765625, 0.6187050342559814]
[3.1719307899475098, 0.5323740839958191]
[4.00539493560791, 0.3956834673881531]
[4.419632434844971, 0.6043165326118469]
[3.822962999343872, 0.7482014298439026]
[4.580204010009766, 0.7410072088241577]
[4.189488410949707, 0.5395683646202087]
[4.027483940124512, 0.5539568066596985]
[3.6335110664367676, 0.49640288949012756]
[3.939133882522583, 0.6762589812278748]
[3.956944465637207, 0.5755395889282227]
[4.48028564453125, 0.41726619005203247]
[4.0710954666137695, 0.5179855823516846]
[2.7133727073669434, 0.7266187071800232]
[2.973418712615967, 0.6546762585639954]
[4.240509510040283, 0.32374101877212524]
[3.9210307598114014, 0.5395683646202087]
[4.309319019317627, 0.4532374143600464]
[4.094844341278076, 0.3884892165660858]
[5.023345470428467, 0.12230215966701508]
[3.79988956451416, 0.5467625856399536]
[3.92936635017395, 0.4892086386680603]
[5.178462028503418, 0.4460431635379791]
[4.049948215484619, 0.4532374143600464]
[4.417377948760986, 0.5035971403121948]
[3.4144935607910156, 0.316546767950058]
[4.390186309814453, 0.28057554364204407]
[3.9094011783599854, 0.35971224308013916]
[3.2571866512298584, 0.6690647602081299]
[4.054024696350098, 0.6043165326118469]
[4.478676795959473, 0.5467625856399536]
[3.764354705810547, 0.49640288949012756]
[3.841064691543579, 0.5755395889282227]
[4.404421329498291, 0.42446044087409973]
[4.134106159210205, 0.5611510872840881]
[3.5968637466430664, 0.4316546618938446]
[3.1107616424560547, 0.36690646409988403]
[4.406601428985596, 0.7410072088241577]
[4.045063495635986, 0.7194244861602783]
[3.628385543823242, 0.5035971403121948]
[2.942298412322998, 0.6258992552757263]
[3.456305503845215, 0.6115108132362366]
[3.3582143783569336, 0.5827338099479675]
[3.3967931270599365, 0.7553957104682922]
[3.580003023147583, 0.6834532618522644]
[4.313732147216797, 0.28057554364204407]
[5.351654529571533, 0.4676258862018585]
[3.1823339462280273, 0.633093535900116]
[3.786916732788086, 0.36690646409988403]
[4.016632080078125, 0.48201438784599304]
[4.3510870933532715, 0.7553957104682922]
[4.1312055587768555, 0.41726619005203247]
[4.549947738647461, 0.597122311592102]
[4.012031078338623, 0.20143884420394897]
[3.2761220932006836, 0.41726619005203247]
[3.3503754138946533, 0.769784152507782]
[3.911755323410034, 0.6187050342559814]
[3.558199644088745, 0.4100719392299652]
[4.496230125427246, 0.38129496574401855]
[4.392395973205566, 0.2374100685119629]
[4.587039470672607, 0.4676258862018585]
[4.870010852813721, 0.3309352397918701]
[4.038844108581543, 0.5611510872840881]
[4.1254496574401855, 0.5611510872840881]
[3.6924946308135986, 0.5899280309677124]
[3.337989330291748, 0.5827338099479675]
[3.9210681915283203, 0.5827338099479675]
[3.6628217697143555, 0.3956834673881531]
[4.319827079772949, 0.6043165326118469]
[4.3406267166137695, 0.4676258862018585]
[3.2456138134002686, 0.6978417038917542]
[4.422708034515381, 0.3309352397918701]
[3.8378448486328125, 0.3381294906139374]
[4.334519863128662, 0.7194244861602783]
[4.047142028808594, 0.49640288949012756]
[3.527930974960327, 0.42446044087409973]
[4.055150985717773, 0.4100719392299652]
[3.1862740516662598, 0.5323740839958191]
[4.386706352233887, 0.568345308303833]
[2.964172601699829, 0.4676258862018585]
[3.477515459060669, 0.5755395889282227]
[3.277735948562622, 0.5827338099479675]
[3.069042921066284, 0.5827338099479675]
[3.157391309738159, 0.6906474828720093]
[2.5594093799591064, 0.798561155796051]
[3.7662606239318848, 0.6115108132362366]
[3.4570393562316895, 0.8848921060562134]
[4.615916728973389, 0.23021583259105682]
[3.463253974914551, 0.597122311592102]
[3.8077476024627686, 0.3884892165660858]
[3.6397366523742676, 0.8705036044120789]
[3.52410888671875, 0.36690646409988403]
[3.911226272583008, 0.23021583259105682]
[3.922745704650879, 0.7482014298439026]
