[3.137063980102539, 0.38129496574401855]
[3.7313263416290283, 0.5467625856399536]
[3.7265050411224365, 0.42446044087409973]
[4.113141059875488, 0.4316546618938446]
[4.073577404022217, 0.568345308303833]
[3.817566394805908, 0.5323740839958191]
[3.3147480487823486, 0.6474820375442505]
[3.9475386142730713, 0.6258992552757263]
[3.696976661682129, 0.49640288949012756]
[3.063415765762329, 0.7338129281997681]
[3.3415982723236084, 0.316546767950058]
[3.491807699203491, 0.5611510872840881]
[4.5299201011657715, 0.316546767950058]
[4.242341995239258, 0.40287768840789795]
[4.118503570556641, 0.7122302055358887]
[2.6772348880767822, 0.7841726541519165]
[4.605264663696289, 0.6043165326118469]
[4.1379618644714355, 0.02158273383975029]
[4.454195499420166, 0.35971224308013916]
[4.486935615539551, 0.09352517873048782]
[4.400399208068848, 0.3884892165660858]
[4.204688549041748, 0.4676258862018585]
[3.803964138031006, 0.34532374143600464]
[4.623265743255615, 0.14388489723205566]
[3.960520029067993, 0.38129496574401855]
[4.172023773193359, 0.4676258862018585]
[4.381134510040283, 0.46043166518211365]
[4.429272651672363, 0.5611510872840881]
[4.04469108581543, 0.4532374143600464]
[4.906858921051025, 0.4460431635379791]
[3.9635915756225586, 0.6187050342559814]
[4.5610246658325195, 0.3956834673881531]
[4.4326887130737305, 0.4316546618938446]
[4.505263328552246, 0.7625899314880371]
[2.22916316986084, 0.5827338099479675]
[3.749359130859375, 0.43884891271591187]
[4.457549571990967, 0.2733812928199768]
[4.90089225769043, 0.633093535900116]
[3.823350191116333, 0.5323740839958191]
[4.119545936584473, 0.3525179922580719]
[3.8900482654571533, 0.5755395889282227]
[2.6623284816741943, 0.23021583259105682]
[4.272559642791748, 0.5035971403121948]
[3.106173276901245, 0.6762589812278748]
[3.4975807666778564, 0.3381294906139374]
[3.436704158782959, 0.38129496574401855]
[3.9859304428100586, 0.2589927911758423]
[3.935427188873291, 0.20863309502601624]
[4.17165994644165, 0.5035971403121948]
[3.509840726852417, 0.42446044087409973]
[3.741211175918579, 0.46043166518211365]
[3.6369190216064453, 0.36690646409988403]
[3.898050308227539, 0.4532374143600464]
[4.451503276824951, 0.41726619005203247]
[4.28488302230835, 0.28057554364204407]
[3.5636751651763916, 0.5539568066596985]
[3.7701990604400635, 0.12230215966701508]
[3.598045587539673, 0.3525179922580719]
[4.049721717834473, 0.5395683646202087]
[4.310229301452637, 0.6043165326118469]
[4.076544761657715, 0.30215826630592346]
[3.913632869720459, 0.28057554364204407]
[4.106103420257568, 0.6402877569198608]
[4.143069267272949, 0.48201438784599304]
[3.881312608718872, 0.5467625856399536]
[3.848355293273926, 0.38129496574401855]
[4.828276634216309, 0.3381294906139374]
[3.56188702583313, 0.1366906464099884]
[3.5635762214660645, 0.4532374143600464]
[3.7489066123962402, 0.6618704795837402]
[3.1418704986572266, 0.2733812928199768]
[3.635596513748169, 0.6690647602081299]
[4.080849647521973, 0.633093535900116]
[3.76387095451355, 0.5899280309677124]
[3.6298739910125732, 0.5251798629760742]
[2.758488655090332, 0.5107913613319397]
[3.4724314212799072, 0.568345308303833]
[4.043175220489502, 0.41726619005203247]
[4.117311000823975, 0.4316546618938446]
[4.0579938888549805, 0.5395683646202087]
[4.019549369812012, 0.46043166518211365]
[4.826810359954834, 0.5323740839958191]
[4.223567962646484, 0.5323740839958191]
[3.9166932106018066, 0.8273381590843201]
[4.795934677124023, 0.34532374143600464]
[3.5873756408691406, 0.7410072088241577]
[4.1886796951293945, 0.4892086386680603]
[5.034174919128418, 0.40287768840789795]
[4.746504783630371, 0.0]
[3.230595111846924, 0.6834532618522644]
[3.325427770614624, 0.7050359845161438]
[4.993070602416992, 0.43884891271591187]
[3.818605422973633, 0.5323740839958191]
[3.2256264686584473, 0.4748201370239258]
[3.113781213760376, 0.5755395889282227]
[3.4666032791137695, 0.49640288949012756]
[3.579590082168579, 0.7050359845161438]
[3.604203701019287, 0.6258992552757263]
[3.790800094604492, 0.6258992552757263]
[3.704745292663574, 0.7410072088241577]
