[16135.7880859375, 10983.1865234375, 15254.046875]	158747,0,118,11,421,125,1683,0.6136363636363636	 50 R1: 0 10 7 5 7 0  R2: 0 6 8 6 10 1 9 7 10 5 7 1 10 1 3 6 10 0  R3: 0 3 9 2 5 11 9 7 2 5 9 2 10 3 6 4 10 6 4 8 1 8 3 0  R4: 0 11 6 4 3 2 9 8 0  R5: 0 1 3 5 1 8 1 8 1 5 1 9 11 0  R6: 0 1 4 3 5 1 0  R7: 0 1 5 0  R8: 0 8 1 0  R9: 0 7 3 0  R10: 0 5 10 6 7 2 9 0  R11: 0 2 6 4 0  
[15393.1455078125, 11293.916015625, 15770.130859375]	151244,0,118,10,434,133,1670,0.575	 50 R1: 0 6 8 6 10 1 9 7 10 5 1 7 10 1 3 6 10 0  R2: 0 3 9 2 5 11 9 7 2 5 9 10 2 3 6 4 10 6 4 8 1 8 3 0  R3: 0 11 6 4 3 2 9 8 0  R4: 0 1 3 5 1 8 1 8 1 5 9 1 11 8 1 0  R5: 0 1 4 3 5 1 0  R6: 0 1 5 0  R7: 0 5 10 7 0  R8: 0 7 3 0  R9: 0 5 10 6 7 2 9 0  R10: 0 2 6 4 0  
[15498.330078125, 11200.9013671875, 15620.75390625]	152319,0,118,10,430,138,1661,0.575	 50 R1: 0 6 8 6 10 1 9 7 10 5 1 7 10 1 3 6 10 0  R2: 0 3 9 2 5 11 9 7 2 5 9 2 10 3 6 4 10 6 4 8 1 8 3 0  R3: 0 11 6 4 3 2 9 8 0  R4: 0 1 3 5 1 8 1 8 1 5 9 1 11 8 1 0  R5: 0 1 4 3 5 1 0  R6: 0 1 5 0  R7: 0 5 10 7 0  R8: 0 7 3 0  R9: 0 5 10 6 7 2 9 0  R10: 0 2 6 4 0  
[15277.8408203125, 11296.8544921875, 15773.0908203125]	150091,0,118,9,434,133,1670,0.5555555555555556	 50 R1: 0 6 8 6 10 1 9 7 10 5 1 7 10 1 3 6 10 0  R2: 0 3 9 2 5 11 9 7 2 5 9 10 2 3 6 4 10 6 4 8 1 8 3 0  R3: 0 11 6 4 3 2 9 8 0  R4: 0 1 3 5 1 8 1 8 1 5 9 1 11 8 1 0  R5: 0 1 4 3 5 1 0  R6: 0 7 3 1 5 0  R7: 0 5 10 7 0  R8: 0 5 10 6 7 2 9 0  R9: 0 2 6 4 0  
[15414.1728515625, 11271.5556640625, 15730.884765625]	151460,0,118,10,433,133,1671,0.575	 50 R1: 0 6 8 6 10 1 9 7 10 5 7 1 10 1 3 6 10 0  R2: 0 3 9 2 5 11 9 7 2 5 9 10 2 3 6 4 10 6 4 8 1 8 3 0  R3: 0 11 6 4 3 2 9 8 0  R4: 0 1 3 5 1 8 1 8 1 5 9 1 11 8 1 0  R5: 0 1 4 3 5 1 0  R6: 0 1 5 0  R7: 0 5 10 7 0  R8: 0 7 3 0  R9: 0 5 10 6 7 2 9 0  R10: 0 2 6 4 0  
[15932.1806640625, 11055.6484375, 15375.90625]	156693,0,118,11,424,130,1675,0.5909090909090908	 50 R1: 0 6 8 6 10 1 9 7 10 5 7 1 10 1 3 6 10 0  R2: 0 3 9 2 5 11 9 7 2 5 9 2 10 3 6 4 10 6 4 8 1 8 3 0  R3: 0 11 6 4 3 2 9 8 0  R4: 0 1 3 5 1 8 1 8 1 5 1 9 11 0  R5: 0 1 4 3 5 1 0  R6: 0 1 5 0  R7: 0 8 1 0  R8: 0 7 3 0  R9: 0 5 10 7 0  R10: 0 5 10 6 7 2 9 0  R11: 0 2 6 4 0  
[15911.154296875, 11078.0078125, 15415.1513671875]	156477,0,118,11,425,130,1674,0.5909090909090908	 50 R1: 0 6 8 6 10 1 9 7 10 5 1 7 10 1 3 6 10 0  R2: 0 3 9 2 5 11 9 7 2 5 9 2 10 3 6 4 10 6 4 8 1 8 3 0  R3: 0 11 6 4 3 2 9 8 0  R4: 0 1 3 5 1 8 1 8 1 5 1 9 11 0  R5: 0 1 4 3 5 1 0  R6: 0 1 5 0  R7: 0 8 1 0  R8: 0 5 10 7 0  R9: 0 7 3 0  R10: 0 5 10 6 7 2 9 0  R11: 0 2 6 4 0  
[13902.8251953125, 11923.0615234375, 16838.30078125]	136184,0,155,9,460,193,1580,0.5555555555555556	 50 R1: 0 3 9 1 3 4 11 7 5 2 10 5 1 7 2 8 10 6 4 10 1 7 3 1 5 10 0  R2: 0 6 8 6 10 8 1 9 7 10 5 1 8 1 8 3 0  R3: 0 11 6 9 11 5 7 0  R4: 0 10 6 2 5 9 1 8 1 0  R5: 0 7 2 9 0  R6: 0 6 2 4 6 0  R7: 0 5 10 0  R8: 0 6 10 0  R9: 0 9 2 9 10 4 3 4 6 2 9 0  
[13826.6259765625, 11978.3125, 16926.625]	135410,0,127,8,462,201,1570,0.5625	 50 R1: 0 3 9 1 3 4 11 5 7 2 10 5 1 7 2 8 10 6 4 10 1 7 3 1 5 10 0  R2: 0 6 8 6 10 8 1 9 7 10 5 1 8 1 8 3 0  R3: 0 11 6 9 11 5 7 0  R4: 0 10 6 5 10 7 2 9 0  R5: 0 2 5 9 1 8 1 0  R6: 0 2 6 4 0  R7: 0 6 10 0  R8: 0 9 2 9 10 4 3 4 6 2 9 0  
[14430.5068359375, 11719.84375, 16485.140625]	141512,0,155,10,451,199,1583,0.55	 50 R1: 0 3 9 1 3 4 11 7 5 2 1 10 7 5 2 8 10 6 4 10 1 7 3 1 5 10 0  R2: 0 6 8 6 10 8 1 9 7 10 5 1 8 1 8 3 0  R3: 0 11 6 9 11 5 7 0  R4: 0 10 6 2 5 9 1 8 1 0  R5: 0 7 2 9 0  R6: 0 5 1 7 0  R7: 0 6 2 4 6 0  R8: 0 5 10 0  R9: 0 6 10 0  R10: 0 9 2 9 10 4 3 4 6 2 9 0  
