#
45087.5,230.0,1548.0,6600.0,2088.0,1562.0,5107.43798828125
45900.19921875,300.0,1692.0,6000.0,1956.0,1536.0,5018.181640625
51654.30078125,610.0,1512.0,7200.0,1896.0,1500.0,5181.818359375
68200.8984375,2290.0,1980.0,4800.0,1320.0,1401.0,4704.54541015625
91491.203125,3060.0,2016.0,9000.0,1524.0,1054.0,4727.27294921875
97323.203125,4540.0,1668.0,4800.0,1776.0,1051.0,4295.45458984375
44252.6015625,20.0,1848.0,7200.0,1332.0,1601.0,5090.9091796875
48967.8984375,130.0,1860.0,5400.0,1776.0,1438.0,4848.48486328125
48390.80078125,270.0,1524.0,5400.0,1944.0,1499.0,4969.69677734375
49456.80078125,270.0,1572.0,6000.0,1956.0,1490.0,5072.72705078125
59492.19921875,1230.0,1860.0,6600.0,1716.0,1456.0,5008.2646484375
51985.8984375,670.0,1644.0,5400.0,2124.0,1435.0,4787.87890625
66569.6015625,1160.0,1800.0,5400.0,1404.0,1284.0,4606.060546875
61867.6015625,900.0,1284.0,3600.0,1908.0,1302.0,4272.72705078125
56034.0,1660.0,1716.0,6600.0,1812.0,1488.0,4909.0908203125
#
45087.5,230.0,1548.0,6600.0,2088.0,1562.0,5107.43798828125
49041.6015625,200.0,1284.0,4200.0,2640.0,1366.0,4753.24658203125
63380.8984375,1150.0,1836.0,4200.0,2088.0,1318.0,4597.40283203125
68200.8984375,2290.0,1980.0,4800.0,1320.0,1401.0,4704.54541015625
91491.203125,3060.0,2016.0,9000.0,1524.0,1054.0,4727.27294921875
97323.203125,4540.0,1668.0,4800.0,1776.0,1051.0,4295.45458984375
42163.5,130.0,1560.0,6600.0,1644.0,1617.0,5157.02490234375
43176.69921875,130.0,1824.0,6600.0,1788.0,1596.0,5057.85107421875
45025.3984375,230.0,1488.0,6600.0,2160.0,1550.0,5107.43798828125
45900.19921875,300.0,1692.0,6000.0,1956.0,1536.0,5018.181640625
45900.19921875,300.0,1692.0,6000.0,1956.0,1536.0,5018.181640625
42341.30078125,130.0,1560.0,6600.0,1632.0,1614.0,5157.02490234375
42341.30078125,130.0,1560.0,6600.0,1632.0,1614.0,5157.02490234375
#
42163.5,130.0,1560.0,6600.0,1644.0,1617.0,5157.02490234375
47525.19921875,50.0,1884.0,6600.0,1908.0,1478.0,5057.85107421875
55504.3984375,1680.0,1224.0,4200.0,2016.0,1477.0,4441.55859375
63380.8984375,1150.0,1836.0,4200.0,2088.0,1318.0,4597.40283203125
68200.8984375,2290.0,1980.0,4800.0,1320.0,1401.0,4704.54541015625
91491.203125,3060.0,2016.0,9000.0,1524.0,1054.0,4727.27294921875
97323.203125,4540.0,1668.0,4800.0,1776.0,1051.0,4295.45458984375
44254.30078125,130.0,1500.0,5400.0,1848.0,1573.0,5030.30322265625
49041.6015625,200.0,1284.0,4200.0,2640.0,1366.0,4753.24658203125
49041.6015625,200.0,1284.0,4200.0,2640.0,1366.0,4753.24658203125
#
42163.5,130.0,1560.0,6600.0,1644.0,1617.0,5157.02490234375
47525.19921875,50.0,1884.0,6600.0,1908.0,1478.0,5057.85107421875
55504.3984375,1680.0,1224.0,4200.0,2016.0,1477.0,4441.55859375
63380.8984375,1150.0,1836.0,4200.0,2088.0,1318.0,4597.40283203125
82745.703125,4810.0,1944.0,6600.0,1188.0,1389.0,4859.50390625
91491.203125,3060.0,2016.0,9000.0,1524.0,1054.0,4727.27294921875
97323.203125,4540.0,1668.0,4800.0,1776.0,1051.0,4295.45458984375
42728.19921875,130.0,1560.0,6000.0,1644.0,1592.0,5018.181640625
42728.19921875,130.0,1560.0,6000.0,1644.0,1592.0,5018.181640625
44254.30078125,130.0,1500.0,5400.0,1848.0,1573.0,5030.30322265625
49041.6015625,200.0,1284.0,4200.0,2640.0,1366.0,4753.24658203125
49041.6015625,200.0,1284.0,4200.0,2640.0,1366.0,4753.24658203125
43332.5,130.0,1560.0,6000.0,1548.0,1598.0,5072.72705078125
#
42163.5,130.0,1560.0,6600.0,1644.0,1617.0,5157.02490234375
45880.80078125,10.0,1740.0,7800.0,1620.0,1544.0,5034.96484375
55504.3984375,1680.0,1224.0,4200.0,2016.0,1477.0,4441.55859375
63380.8984375,1150.0,1836.0,4200.0,2088.0,1318.0,4597.40283203125
82745.703125,4810.0,1944.0,6600.0,1188.0,1389.0,4859.50390625
91491.203125,3060.0,2016.0,9000.0,1524.0,1054.0,4727.27294921875
97323.203125,4540.0,1668.0,4800.0,1776.0,1051.0,4295.45458984375
42728.19921875,130.0,1560.0,6000.0,1644.0,1592.0,5018.181640625
42728.19921875,130.0,1560.0,6000.0,1644.0,1592.0,5018.181640625
44254.30078125,130.0,1500.0,5400.0,1848.0,1573.0,5030.30322265625
49041.6015625,200.0,1284.0,4200.0,2640.0,1366.0,4753.24658203125
42692.69921875,130.0,1560.0,6000.0,1632.0,1593.0,5018.181640625
42692.69921875,130.0,1560.0,6000.0,1632.0,1593.0,5018.181640625
#
42163.5,130.0,1560.0,6600.0,1644.0,1617.0,5157.02490234375
45880.80078125,10.0,1740.0,7800.0,1620.0,1544.0,5034.96484375
55504.3984375,1680.0,1224.0,4200.0,2016.0,1477.0,4441.55859375
63380.8984375,1150.0,1836.0,4200.0,2088.0,1318.0,4597.40283203125
82745.703125,4810.0,1944.0,6600.0,1188.0,1389.0,4859.50390625
91491.203125,3060.0,2016.0,9000.0,1524.0,1054.0,4727.27294921875
97323.203125,4540.0,1668.0,4800.0,1776.0,1051.0,4295.45458984375
43638.30078125,130.0,1500.0,4800.0,1584.0,1573.0,4840.9091796875
43638.30078125,130.0,1500.0,4800.0,1584.0,1573.0,4840.9091796875
49041.6015625,200.0,1284.0,4200.0,2640.0,1366.0,4753.24658203125
42354.5,130.0,1560.0,7200.0,1476.0,1627.0,5181.818359375
#
45880.80078125,10.0,1740.0,7800.0,1620.0,1544.0,5034.96484375
55504.3984375,1680.0,1224.0,4200.0,2016.0,1477.0,4441.55859375
63380.8984375,1150.0,1836.0,4200.0,2088.0,1318.0,4597.40283203125
82745.703125,4810.0,1944.0,6600.0,1188.0,1389.0,4859.50390625
102467.296875,5300.0,1896.0,6000.0,1524.0,1044.0,4363.63623046875
97323.203125,4540.0,1668.0,4800.0,1776.0,1051.0,4295.45458984375
41854.30078125,130.0,1560.0,6000.0,1620.0,1615.0,5127.27294921875
43638.30078125,130.0,1500.0,4800.0,1584.0,1573.0,4840.9091796875
43638.30078125,130.0,1500.0,4800.0,1584.0,1573.0,4840.9091796875
42192.80078125,130.0,1500.0,6600.0,1620.0,1619.0,5157.02490234375
42192.80078125,130.0,1500.0,6600.0,1620.0,1619.0,5157.02490234375
49041.6015625,200.0,1284.0,4200.0,2640.0,1366.0,4753.24658203125
#
41854.30078125,130.0,1560.0,6000.0,1620.0,1615.0,5127.27294921875
45880.80078125,10.0,1740.0,7800.0,1620.0,1544.0,5034.96484375
55504.3984375,1680.0,1224.0,4200.0,2016.0,1477.0,4441.55859375
63380.8984375,1150.0,1836.0,4200.0,2088.0,1318.0,4597.40283203125
82745.703125,4810.0,1944.0,6600.0,1188.0,1389.0,4859.50390625
102467.296875,5300.0,1896.0,6000.0,1524.0,1044.0,4363.63623046875
97323.203125,4540.0,1668.0,4800.0,1776.0,1051.0,4295.45458984375
43638.30078125,130.0,1500.0,4800.0,1584.0,1573.0,4840.9091796875
43638.30078125,130.0,1500.0,4800.0,1584.0,1573.0,4840.9091796875
49041.6015625,200.0,1284.0,4200.0,2640.0,1366.0,4753.24658203125
#
