161002,107,158,0,11,804,163,1414,0.8099173553719008	
156496,92,154,0,9,842,153,1366,0.7878787878787878	
152420,92,149,1,9,802,162,1323,0.7878787878787878	
161252,107,158,1,11,801,155,1360,0.8099173553719008	
148182,88,170,1,7,815,142,1325,0.7662337662337663	
155487,92,170,1,9,838,148,1307,0.7878787878787878	
153909,92,170,1,9,836,163,1322,0.7878787878787878	
146029,98,149,1,8,834,181,1283,0.75	
141150,98,147,1,7,836,189,1297,0.7142857142857143	
142250,88,170,2,6,809,142,1285,0.7424242424242424	
144889,116,135,1,6,918,181,1261,0.6666666666666667	
134744,100,143,2,6,839,189,1291,0.6818181818181819	
144199,111,169,2,7,851,146,1379,0.7532467532467533	
151179,93,170,2,10,873,118,1327,0.8	
144141,105,169,2,6,864,165,1314,0.7272727272727273	
148947,88,170,3,8,758,127,1374,0.7840909090909091	
149412,130,170,2,9,874,168,1317,0.7575757575757576	
140607,150,81,2,5,874,160,1276,0.7272727272727273	
143035,94,67,1,5,1006,162,1170,0.6727272727272727	
148333,107,170,3,10,768,161,1290,0.8090909090909091	
144820,105,169,2,6,892,155,1261,0.7121212121212122	
145505,88,170,3,7,804,127,1315,0.7662337662337663	
144833,102,146,3,9,796,154,1287,0.7878787878787878	
137440,88,87,3,5,805,132,1251,0.7090909090909091	
137265,88,87,3,5,806,132,1250,0.7090909090909091	
141422,88,170,3,5,811,142,1292,0.7090909090909091	
148180,93,170,3,7,812,154,1327,0.7662337662337663	
138382,88,81,3,5,813,166,1233,0.6909090909090909	
145645,98,146,3,7,809,175,1186,0.7532467532467533	
152118,192,159,2,8,924,140,1220,0.7954545454545454	
135647,88,81,3,4,822,153,1229,0.6590909090909092	
148538,98,165,3,8,847,169,1181,0.75	
150920,108,140,3,9,847,162,1314,0.7575757575757576	
141448,130,170,3,8,865,168,1247,0.7386363636363636	
161581,183,169,2,10,983,150,1306,0.7727272727272727	
139667,222,155,2,6,1003,137,1175,0.7121212121212122	
148273,194,169,3,6,909,155,1342,0.7575757575757576	
131682,80,125,4,4,817,155,1098,0.6363636363636364	
131772,105,87,4,4,877,155,1212,0.6136363636363636	
151396,100,165,5,10,766,148,1209,0.8090909090909091	
145494,98,165,5,8,798,149,1190,0.7727272727272727	
147778,108,160,4,8,941,127,1062,0.7727272727272727	
139328,130,170,5,9,824,147,1057,0.7878787878787878	
148938,390,170,1,9,1277,143,1233,0.7474747474747474	
130283,100,170,5,6,849,178,1186,0.6818181818181819	
144936,199,170,4,8,987,119,1270,0.7727272727272727	
127889,126,78,5,4,888,134,1061,0.5909090909090909	
124041,107,96,5,4,900,134,1135,0.5909090909090909	
135584,234,147,3,6,1153,134,1102,0.6818181818181819	
140986,108,160,5,6,945,151,1139,0.7121212121212122	
137196,128,89,5,4,941,155,1133,0.6363636363636364	
134226,94,133,5,6,958,146,1009,0.696969696969697	
134171,199,155,4,7,1073,125,1123,0.7272727272727273	
133616,88,136,7,7,737,138,1096,0.7662337662337663	
138885,248,147,5,6,945,146,1160,0.7272727272727273	
143181,151,140,5,7,973,145,1108,0.7272727272727273	
152997,295,169,4,8,1097,138,1195,0.75	
135027,148,133,5,5,1018,153,1023,0.6727272727272727	
130493,242,155,4,6,1144,135,969,0.6818181818181819	
155104,331,163,2,8,1368,150,1149,0.7045454545454546	
121532,89,66,8,4,816,114,846,0.6590909090909091	
132307,291,171,6,8,1019,146,1003,0.7613636363636364	
134550,126,136,7,7,935,142,1039,0.7532467532467533	
152866,382,169,4,9,1303,141,1042,0.7575757575757576	
133724,213,135,6,4,1111,147,1091,0.5909090909090909	
142167,370,134,7,8,1119,131,956,0.75	
144857,460,156,7,8,1114,130,988,0.7954545454545454	
134222,317,170,7,7,1222,117,1049,0.7402597402597403	
126875,345,170,8,5,1188,133,1007,0.6727272727272727	
135838,448,174,8,6,1237,169,1014,0.7121212121212122	
130846,268,168,11,5,930,141,1233,0.7090909090909091	
125547,121,137,13,6,726,131,982,0.7424242424242424	
125890,322,171,8,5,1291,136,861,0.6363636363636364	
118798,146,83,12,5,852,127,982,0.7090909090909091	
143978,418,124,7,6,1396,139,961,0.7121212121212122	
159284,448,105,7,8,1396,131,894,0.75	
124647,75,91,14,6,660,105,793,0.7727272727272727	
128468,251,172,11,8,984,130,1033,0.75	
135234,437,162,8,5,1304,156,1011,0.6363636363636364	
131743,502,158,8,6,1295,144,881,0.7272727272727273	
127535,405,171,9,5,1238,140,1015,0.6727272727272727	
140190,543,121,8,6,1338,115,964,0.6818181818181819	
144610,530,137,9,6,1227,166,1041,0.7424242424242424	
139228,184,170,11,7,1070,112,972,0.7532467532467533	
118707,146,135,13,6,846,127,1016,0.7272727272727273	
126804,326,68,11,4,1059,129,965,0.6590909090909092	
133285,361,181,9,6,1311,126,973,0.696969696969697	
126105,507,158,9,5,1294,144,841,0.6909090909090909	
136193,276,165,10,6,1238,117,905,0.696969696969697	
139590,490,166,9,8,1318,139,1002,0.7613636363636364	
128731,286,165,10,5,1252,129,866,0.6727272727272727	
137791,400,121,10,7,1240,131,711,0.7402597402597402	
135514,184,170,12,7,1066,109,994,0.7532467532467533	
139774,420,141,10,8,1261,112,797,0.7613636363636364	
134318,493,101,8,5,1482,142,842,0.6545454545454545	
113413,146,95,14,4,846,135,952,0.6590909090909092	
119449,264,169,13,6,971,122,984,0.7424242424242424	
125128,431,171,10,6,1297,138,970,0.7121212121212122	
138868,440,165,11,5,1189,158,843,0.6727272727272727	
116007,282,44,14,4,994,131,970,0.6590909090909092	
