#
163295,290,164,12,1361,121,1169,0.8106060606060606	
148746,462,151,8,1500,105,1208,0.7272727272727273	
166738,113,150,12,1071,135,1203,0.8181818181818182	
154999,99,154,11,1015,140,1258,0.8016528925619835	
177819,215,150,14,970,93,1458,0.8311688311688312	
161751,74,142,11,758,134,1435,0.8429752066115702	
172673,83,162,13,869,160,1319,0.8111888111888113	
179751,131,158,14,1104,112,1240,0.8181818181818181	
177848,92,163,12,943,145,1318,0.8409090909090909	
164702,97,150,12,929,137,1332,0.803030303030303	
174012,203,159,12,1211,120,1197,0.7878787878787878	
164304,216,147,12,1327,126,1100,0.803030303030303	
156482,572,174,9,1795,116,1076,0.696969696969697	
169684,94,154,13,916,103,1367,0.8321678321678322	
#
154689,124,152,10,1127,152,1140,0.7545454545454545	
148746,462,151,8,1500,105,1208,0.7272727272727273	
158696,45,156,12,760,103,1422,0.8181818181818182	
169835,126,139,14,976,96,1350,0.8376623376623377	
179751,131,158,14,1104,112,1240,0.8181818181818181	
158194,81,135,12,905,151,1315,0.8333333333333334	
158194,81,135,12,905,151,1315,0.8333333333333334	
163295,290,164,12,1361,121,1169,0.8106060606060606	
154999,99,154,11,1015,140,1258,0.8016528925619835	
156482,572,174,9,1795,116,1076,0.696969696969697	
169684,94,154,13,916,103,1367,0.8321678321678322	
#
154689,124,152,10,1127,152,1140,0.7545454545454545	
179379,141,164,15,906,95,1450,0.8363636363636364	
158696,45,156,12,760,103,1422,0.8181818181818182	
169835,126,139,14,976,96,1350,0.8376623376623377	
172673,83,162,13,869,160,1319,0.8111888111888113	
169985,245,174,15,1040,64,1446,0.8363636363636364	
179751,131,158,14,1104,112,1240,0.8181818181818181	
163295,290,164,12,1361,121,1169,0.8106060606060606	
169684,94,154,13,916,103,1367,0.8321678321678322	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
179379,141,164,15,906,95,1450,0.8363636363636364	
169985,245,174,15,1040,64,1446,0.8363636363636364	
179751,131,158,14,1104,112,1240,0.8181818181818181	
148766,200,156,8,1314,150,1047,0.7272727272727273	
154689,124,152,10,1127,152,1140,0.7545454545454545	
169684,94,154,13,916,103,1367,0.8321678321678322	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
179379,141,164,15,906,95,1450,0.8363636363636364	
169985,245,174,15,1040,64,1446,0.8363636363636364	
169985,245,174,15,1040,64,1446,0.8363636363636364	
148766,200,156,8,1314,150,1047,0.7272727272727273	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
169985,245,174,15,1040,64,1446,0.8363636363636364	
154143,270,149,9,1421,127,1054,0.7777777777777778	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
177732,49,164,11,927,149,1266,0.7851239669421488	
177732,49,164,11,927,149,1266,0.7851239669421488	
154143,270,149,9,1421,127,1054,0.7777777777777778	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
177732,49,164,11,927,149,1266,0.7851239669421488	
177732,49,164,11,927,149,1266,0.7851239669421488	
154143,270,149,9,1421,127,1054,0.7777777777777778	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
177732,49,164,11,927,149,1266,0.7851239669421488	
177732,49,164,11,927,149,1266,0.7851239669421488	
154143,270,149,9,1421,127,1054,0.7777777777777778	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
177732,49,164,11,927,149,1266,0.7851239669421488	
177732,49,164,11,927,149,1266,0.7851239669421488	
154143,270,149,9,1421,127,1054,0.7777777777777778	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
177732,49,164,11,927,149,1266,0.7851239669421488	
177732,49,164,11,927,149,1266,0.7851239669421488	
154143,270,149,9,1421,127,1054,0.7777777777777778	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
177732,49,164,11,927,149,1266,0.7851239669421488	
177732,49,164,11,927,149,1266,0.7851239669421488	
154143,270,149,9,1421,127,1054,0.7777777777777778	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
177732,49,164,11,927,149,1266,0.7851239669421488	
177732,49,164,11,927,149,1266,0.7851239669421488	
154143,270,149,9,1421,127,1054,0.7777777777777778	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
177732,49,164,11,927,149,1266,0.7851239669421488	
177732,49,164,11,927,149,1266,0.7851239669421488	
154143,270,149,9,1421,127,1054,0.7777777777777778	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
177732,49,164,11,927,149,1266,0.7851239669421488	
177732,49,164,11,927,149,1266,0.7851239669421488	
154143,270,149,9,1421,127,1054,0.7777777777777778	
154689,124,152,10,1127,152,1140,0.7545454545454545	
#
167339,616,183,10,1868,160,992,0.7181818181818181	
158696,45,156,12,760,103,1422,0.8181818181818182	
169985,245,174,15,1040,64,1446,0.8363636363636364	
177732,49,164,11,927,149,1266,0.7851239669421488	
177732,49,164,11,927,149,1266,0.7851239669421488	
