41204.0	30744.6173553719	159857	66	158	0	11
43426.0	28102.060606060608	149530	103	142	0	9
45866.0	25075.818181818184	145340	90	114	0	6
47124.0	27486.6	148466	148	158	0	8
49358.0	28299.46060606061	150004	108	158	1	9
49528.0	29596.854545454546	156754	68	158	1	10
50140.0	29871.409090909092	158315	123	158	1	10
51138.0	23888.70909090909	130458	76	149	1	6
52098.0	26109.636363636364	143690	106	158	1	7
52100.0	26475.758441558442	144992	140	158	1	7
52632.0	25640.31428571429	138376	140	158	1	7
52722.0	27641.154545454545	147457	130	132	1	9
55006.0	25876.136363636364	144265	68	132	2	7
56096.0	26419.9	140719	108	143	2	8
56238.0	26973.7	144937	165	158	0	8
56428.0	26833.445454545457	143959	68	146	3	8
57698.0	24649.718181818185	137839	106	158	2	6
57994.0	24022.818181818184	134190	98	129	2	6
58118.0	22520.372727272726	132751	127	89	2	5
58632.0	22486.97272727273	132427	136	89	2	5
59800.0	22389.88181818182	133697	126	82	2	5
60026.0	24534.414285714287	131597	76	132	3	7
60058.0	26866.681818181816	142195	108	158	3	8
61546.0	28598.46060606061	155014	178	158	1	9
61878.0	24034.718181818185	134429	120	127	3	6
62074.0	27799.484848484848	145930	68	153	4	9
62912.0	27294.145454545454	147216	68	148	4	8
63734.0	22198.572727272727	128973	134	97	3	5
63810.0	21874.872727272726	123146	104	118	3	5
64274.0	26408.845454545455	139323	68	146	4	8
64284.0	26218.4	141594	117	132	3	8
64588.0	23642.5	136725	205	97	2	6
64770.0	23879.827272727274	132051	78	132	4	6
65934.0	23315.618181818183	125978	108	132	4	6
66456.0	23204.50909090909	129366	107	118	3	6
71388.0	27447.966666666667	143313	112	158	5	9
71606.0	25432.79220779221	142210	187	128	3	7
72000.0	26504.7	141227	284	158	2	8
72088.0	22083.98181818182	128178	191	116	3	5
73540.0	21844.563636363637	120592	128	126	5	5
74924.0	25011.824675324675	132765	68	153	6	7
75184.0	26446.245454545453	137787	117	158	6	8
77130.0	24587.8025974026	126004	76	159	6	7
79540.0	21962.763636363637	122314	128	123	6	5
79970.0	22358.254545454547	129918	134	97	6	5
80664.0	24215.258441558442	127517	254	143	5	7
83218.0	26099.245454545453	135017	152	159	6	8
84236.0	27130.854545454546	145384	64	136	6	9
87182.0	21238.363636363636	119260	254	120	6	5
89748.0	22037.49090909091	126524	429	124	3	5
90460.0	25456.527272727275	129598	82	158	9	8
94032.0	21059.681818181816	117885	319	132	6	5
95688.0	19024.01818181818	114072	257	52	7	4
102146.0	18648.318181818184	108855	239	72	8	4
103276.0	24250.036363636365	142354	262	136	9	5
112258.0	20327.054545454546	113686	308	83	10	5
116962.0	21281.818181818184	111640	332	132	10	6
125644.0	20537.254545454547	117018	109	76	14	5
126112.0	22394.027272727275	127273	326	88	11	6
127470.0	26247.82727272727	140431	200	153	12	8
127968.0	23119.227272727272	123515	255	162	11	6
129552.0	21583.7	119557	185	102	13	6
129626.0	20212.51818181818	113827	213	158	12	4
130148.0	21846.045454545456	115815	277	164	13	5
130240.0	17231.727272727272	112700	229	23	11	3
130756.0	23358.47272727273	124092	129	158	15	6
131494.0	22053.054545454546	123476	352	134	12	5
131766.0	21198.536363636365	118539	204	90	15	5
147656.0	21797.245454545457	115087	432	165	15	5
161126.0	21368.536363636365	120699	594	101	16	5
