41204.0	30744.6173553719
43426.0	28102.060606060608
45866.0	25075.818181818184
47124.0	27486.6
49358.0	28299.46060606061
49528.0	29596.854545454546
50140.0	29871.409090909092
51138.0	23888.70909090909
52098.0	26109.636363636364
52100.0	26475.758441558442
52632.0	25640.31428571429
52722.0	27641.154545454545
55006.0	25876.136363636364
56096.0	26419.9
56238.0	26973.7
56428.0	26833.445454545457
57698.0	24649.718181818185
57994.0	24022.818181818184
58118.0	22520.372727272726
58632.0	22486.97272727273
59800.0	22389.88181818182
60026.0	24534.414285714287
60058.0	26866.681818181816
61546.0	28598.46060606061
61878.0	24034.718181818185
62074.0	27799.484848484848
62912.0	27294.145454545454
63734.0	22198.572727272727
63810.0	21874.872727272726
64274.0	26408.845454545455
64284.0	26218.4
64588.0	23642.5
64770.0	23879.827272727274
65934.0	23315.618181818183
66456.0	23204.50909090909
71388.0	27447.966666666667
71606.0	25432.79220779221
72000.0	26504.7
72088.0	22083.98181818182
73540.0	21844.563636363637
74924.0	25011.824675324675
75184.0	26446.245454545453
77130.0	24587.8025974026
79540.0	21962.763636363637
79970.0	22358.254545454547
80664.0	24215.258441558442
83218.0	26099.245454545453
84236.0	27130.854545454546
87182.0	21238.363636363636
89748.0	22037.49090909091
90460.0	25456.527272727275
94032.0	21059.681818181816
95688.0	19024.01818181818
102146.0	18648.318181818184
103276.0	24250.036363636365
112258.0	20327.054545454546
116962.0	21281.818181818184
125644.0	20537.254545454547
126112.0	22394.027272727275
127470.0	26247.82727272727
127968.0	23119.227272727272
129552.0	21583.7
129626.0	20212.51818181818
130148.0	21846.045454545456
130240.0	17231.727272727272
130756.0	23358.47272727273
131494.0	22053.054545454546
131766.0	21198.536363636365
147656.0	21797.245454545457
161126.0	21368.536363636365
