#
501269.0,991.0,169.0,18.0,5058.0,790.0,4487.0,0.26388888888888884
487632.0,927.0,186.0,21.0,4795.0,836.0,4668.0,0.2857142857142857
489258.0,1055.0,176.0,23.0,4775.0,712.0,4813.0,0.32608695652173914
502261.0,840.0,178.0,22.0,5072.0,764.0,4371.0,0.28409090909090906
488568.0,1261.0,161.0,18.0,4879.0,816.0,4958.0,0.18055555555555558
515677.0,1085.0,156.0,18.0,5099.0,791.0,4638.0,0.16666666666666663
513215.0,1144.0,165.0,19.0,5283.0,806.0,4432.0,0.26315789473684215
511217.0,728.0,166.0,21.0,4698.0,683.0,4649.0,0.26190476190476186
489427.0,1152.0,184.0,19.0,5055.0,769.0,4693.0,0.19736842105263153
497291.0,745.0,186.0,19.0,4647.0,744.0,4590.0,0.23684210526315785
510045.0,1496.0,179.0,19.0,5670.0,770.0,4438.0,0.25
494645.0,939.0,165.0,22.0,4937.0,703.0,4570.0,0.34090909090909094
493661.0,954.0,182.0,21.0,4796.0,731.0,4727.0,0.30952380952380953
512670.0,1025.0,166.0,22.0,5024.0,735.0,4617.0,0.26136363636363635
513070.0,1235.0,160.0,19.0,5091.0,770.0,4771.0,0.17105263157894735
489657.0,1137.0,165.0,19.0,5006.0,756.0,4742.0,0.26315789473684215
476012.0,1212.0,178.0,23.0,4655.0,730.0,5075.0,0.2934782608695652
490293.0,946.0,182.0,21.0,4871.0,813.0,4518.0,0.30952380952380953
496122.0,907.0,176.0,20.0,4884.0,663.0,4614.0,0.23750000000000004
509849.0,1072.0,162.0,21.0,4861.0,777.0,4790.0,0.26190476190476186
501269.0,948.0,177.0,21.0,4666.0,771.0,4834.0,0.33333333333333337
513535.0,1082.0,148.0,20.0,5060.0,765.0,4630.0,0.3125
507306.0,1314.0,152.0,21.0,5042.0,759.0,4809.0,0.27380952380952384
483927.0,1083.0,169.0,18.0,5081.0,713.0,4660.0,0.26388888888888884
464945.0,919.0,177.0,17.0,4718.0,696.0,4791.0,0.20588235294117652
