#
168315,90,139,12,699,111,1558,0.5208333333333333	
183519,27,156,15,561,147,1573,0.6166666666666667	
156293,58,147,10,710,153,1473,0.5	
148691,53,154,10,714,162,1474,0.44999999999999996	
#
168315,90,139,12,699,111,1558,0.5208333333333333	
183519,27,156,15,561,147,1573,0.6166666666666667	
156293,58,147,10,710,153,1473,0.5	
148691,53,154,10,714,162,1474,0.44999999999999996	
#
148691,53,154,10,714,162,1474,0.44999999999999996	
168133,27,156,13,623,131,1530,0.5	
183519,27,156,15,561,147,1573,0.6166666666666667	
156293,58,147,10,710,153,1473,0.5	
167096,18,149,12,710,174,1417,0.5416666666666667	
#
148691,53,154,10,714,162,1474,0.44999999999999996	
168133,27,156,13,623,131,1530,0.5	
145774,107,113,10,857,152,1401,0.5	
183519,27,156,15,561,147,1573,0.6166666666666667	
156293,58,147,10,710,153,1473,0.5	
167096,18,149,12,710,174,1417,0.5416666666666667	
#
148691,53,154,10,714,162,1474,0.44999999999999996	
156293,58,147,10,710,153,1473,0.5	
168133,27,156,13,623,131,1530,0.5	
145774,107,113,10,857,152,1401,0.5	
183519,27,156,15,561,147,1573,0.6166666666666667	
167096,18,149,12,710,174,1417,0.5416666666666667	
#
167096,18,149,12,710,174,1417,0.5416666666666667	
148691,53,154,10,714,162,1474,0.44999999999999996	
156293,58,147,10,710,153,1473,0.5	
168133,27,156,13,623,131,1530,0.5	
183519,27,156,15,561,147,1573,0.6166666666666667	
183519,27,156,15,561,147,1573,0.6166666666666667	
#
152111,27,128,10,794,173,1364,0.475	
153934,75,140,10,781,170,1437,0.5	
156293,58,147,10,710,153,1473,0.5	
168133,27,156,13,623,131,1530,0.5	
168133,27,156,13,623,131,1530,0.5	
183519,27,156,15,561,147,1573,0.6166666666666667	
183519,27,156,15,561,147,1573,0.6166666666666667	
159200,59,150,12,665,135,1543,0.5416666666666667	
155301,85,164,10,739,113,1518,0.525	
#
183519,27,156,15,561,147,1573,0.6166666666666667	
168133,27,156,13,623,131,1530,0.5	
153364,28,156,11,645,169,1494,0.5	
