[3.525139093399048, 0.707317054271698]	171814.0,194.0,145.0,11.0,1101.0,123.0,1286.0,0.7755664678458796	 0.5746992131159513,0.33390705679862304,0.7073170731707317,0.45454545454545453,0.5888767720828789,0.33098591549295775,0.466557911908646,0.5833634207294808	 50 R1: 0 10 7 0  R2: 0 3 1 4 3 9 0  R3: 0 5 9 0  R4: 0 1 3 1 5 1 8 1 8 5 7 6 8 1 0  R5: 0 6 1 9 11 9 7 0  R6: 0 10 5 10 2 7 8 6 9 1 9 10 3 6 7 10 6 4 2 7 3 1 6 5 10 0  R7: 0 6 10 0  R8: 0 11 2 7 6 2 11 5 1 6 8 9 10 6 2 6 0  R9: 0 10 1 0  R10: 0 4 3 2 3 5 7 5 1 6 8 3 9 4 10 0  R11: 0 8 1 0  
[3.7217326164245605, 0.8455284833908081]	169522.0,198.0,162.0,11.0,1080.0,157.0,1293.0,0.779165799875182	 0.5328537783214358,0.3407917383820998,0.8455284552845529,0.45454545454545453,0.5659760087241004,0.5704225352112676,0.47797716150081565,0.5975068138655296	 50 R1: 0 9 5 1 8 1 9 7 6 10 6 4 8 1 8 1 5 3 0  R2: 0 3 9 0  R3: 0 5 8 1 8 1 9 0  R4: 0 2 8 0  R5: 0 1 5 10 0  R6: 0 10 1 3 7 4 8 9 6 1 3 10 5 7 5 1 10 1 3 2 6 10 0  R7: 0 2 1 2 9 5 8 11 6 0  R8: 0 11 7 5 1 2 6 10 9 7 3 11 5 8 4 7 6 3 4 0  R9: 0 2 9 0  R10: 0 2 6 0  R11: 0 4 3 0  
[3.7376010417938232, 0.8861788511276245]	167830.0,221.0,167.0,12.0,949.0,124.0,1458.0,0.8015128968253968	 0.5019626458291494,0.3803786574870912,0.8861788617886179,0.5454545454545454,0.42311886586695746,0.3380281690140845,0.7471451876019576,0.6853186008980091	 50 R1: 0 9 10 11 2 8 6 0  R2: 0 10 7 0  R3: 0 5 9 0  R4: 0 3 9 0  R5: 0 1 5 1 10 2 9 3 2 5 6 1 4 0  R6: 0 10 6 0  R7: 0 7 11 7 2 0  R8: 0 2 1 8 5 1 6 8 6 4 3 10 3 4 0  R9: 0 8 1 8 1 8 5 3 9 7 5 10 6 5 1 10 8 1 3 7 0  R10: 0 6 10 0  R11: 0 2 6 4 0  R12: 0 9 5 1 9 8 1 2 6 10 6 7 4 3 1 5 9 10 11 0  
[3.9041004180908203, 0.7642276287078857]	174978.0,221.0,152.0,12.0,1196.0,153.0,1192.0,0.7978599310094409	 0.6324649005897066,0.3803786574870912,0.7642276422764228,0.5454545454545454,0.6924754634678298,0.5422535211267606,0.3132137030995106,0.6709644565103834	 50 R1: 0 9 5 6 7 2 8 6 4 8 1 10 1 5 0  R2: 0 5 1 0  R3: 0 5 9 7 2 8 6 0  R4: 0 3 1 5 1 8 3 9 6 1 4 3 7 10 0  R5: 0 10 6 0  R6: 0 11 6 0  R7: 0 9 7 0  R8: 0 1 4 0  R9: 0 7 3 0  R10: 0 5 10 2 11 8 6 9 7 10 5 1 9 3 2 9 5 1 10 1 3 4 6 10 7 11 0  R11: 0 2 8 2 6 1 3 8 1 5 9 7 6 4 8 3 0  R12: 0 2 6 0  
[3.2574775218963623, 0.8373983502388]	158096.0,180.0,161.0,10.0,977.0,127.0,1405.0,0.7862896825396826	 0.3242473481459843,0.3098106712564544,0.8373983739837398,0.36363636363636365,0.4536532170119956,0.3591549295774648,0.6606851549755302,0.6254997504323297	 50 R1: 0 9 5 7 4 2 8 9 6 10 3 10 4 0  R2: 0 10 7 0  R3: 0 3 9 0  R4: 0 1 5 1 7 2 9 3 2 11 5 6 4 9 7 5 7 0  R5: 0 10 6 0  R6: 0 5 1 0  R7: 0 11 8 1 8 7 6 0  R8: 0 5 2 5 9 1 5 1 6 8 9 3 6 3 4 10 6 11 7 10 1 6 3 10 0  R9: 0 2 6 0  R10: 0 9 5 6 2 8 1 7 6 4 10 8 1 8 1 5 3 0  
[3.5467164516448975, 0.869918704032898]	165915.0,223.0,165.0,10.0,1083.0,152.0,1286.0,0.7612421750076549	 0.46700016431453456,0.3838209982788296,0.8699186991869918,0.36363636363636365,0.569247546346783,0.5352112676056338,0.466557911908646,0.5270768366195496	 50 R1: 0 9 5 9 7 2 9 11 5 1 2 6 4 7 10 6 8 10 0  R2: 0 5 11 7 6 1 10 8 7 2 9 10 6 0  R3: 0 3 9 5 7 5 2 9 8 1 11 6 1 3 6 5 7 4 10 8 1 8 1 5 3 0  R4: 0 1 3 5 0  R5: 0 1 3 4 0  R6: 0 10 6 0  R7: 0 2 5 0  R8: 0 2 5 1 8 1 0  R9: 0 8 6 0  R10: 0 9 5 2 4 8 7 10 6 3 10 4 7 3 10 1 0  
[3.9880592823028564, 0.8048780560493469]	176857.0,270.0,157.0,11.0,1036.0,133.0,1432.0,0.7778949797622399	 0.6667701239661877,0.46471600688468157,0.8048780487804879,0.45454545454545453,0.5179934569247546,0.4014084507042254,0.7047308319738989,0.5925131905164712	 50 R1: 0 3 9 0  R2: 0 8 3 0  R3: 0 11 6 10 1 3 4 0  R4: 0 5 9 2 9 0  R5: 0 1 5 2 1 5 1 8 6 8 3 4 3 0  R6: 0 10 6 0  R7: 0 9 7 6 4 10 6 8 3 10 1 0  R8: 0 11 7 8 2 5 7 8 2 9 5 7 1 6 7 3 4 8 0  R9: 0 5 1 5 9 7 3 8 10 6 3 2 6 4 7 0  R10: 0 8 1 0  R11: 0 9 5 9 2 7 11 5 1 10 2 6 1 6 10 5 0  
[2.8416996002197266, 0.7560975551605225]	158654.0,104.0,151.0,8.0,1035.0,148.0,1229.0,0.7489268207282913	 0.33443484928705747,0.17900172117039587,0.7560975609756098,0.18181818181818182,0.5169029443838604,0.5070422535211268,0.3735725938009788,0.4786842749540124	 50 R1: 0 3 9 1 3 8 4 5 6 10 11 1 3 8 5 6 5 1 2 4 8 3 6 7 0  R2: 0 7 2 5 9 1 0  R3: 0 2 5 1 8 9 8 6 1 4 3 2 8 9 6 7 3 4 1 5 0  R4: 0 6 10 0  R5: 0 11 8 2 5 7 5 9 7 8 1 7 10 11 0  R6: 0 10 1 0  R7: 0 5 10 6 0  R8: 0 9 2 9 10 3 9 4 10 6 8 3 6 10 1 7 0  
[3.0490543842315674, 0.5447154641151428]	161297.0,84.0,125.0,10.0,1053.0,153.0,1199.0,0.7547326516076516	 0.3826885509283771,0.14457831325301204,0.5447154471544715,0.36363636363636365,0.5365321701199564,0.5422535211267606,0.32463295269168024,0.5014979937050771	 50 R1: 0 9 6 4 3 2 8 1 10 8 7 3 1 0  R2: 0 5 1 0  R3: 0 3 9 1 3 8 4 5 6 10 11 1 3 8 5 6 5 7 1 2 4 3 6 1 5 10 0  R4: 0 8 3 0  R5: 0 8 2 9 2 5 7 1 8 7 1 10 6 0  R6: 0 2 1 2 9 5 8 0  R7: 0 10 6 4 1 0  R8: 0 3 4 0  R9: 0 5 10 6 5 7 11 7 8 6 9 2 0  R10: 0 9 11 2 9 7 0  
[3.0833399295806885, 0.7967479825019836]	163881.0,96.0,156.0,9.0,819.0,143.0,1401.0,0.8081723027375202	 0.42986507950997754,0.16523235800344235,0.7967479674796748,0.2727272727272727,0.2813522355507088,0.47183098591549294,0.6541598694942904,0.7114863995620135	 50 R1: 0 3 9 2 5 7 9 2 6 8 10 4 3 7 9 7 0  R2: 0 1 3 1 8 5 1 8 9 11 3 6 7 2 5 10 6 4 9 8 3 7 0  R3: 0 10 6 0  R4: 0 6 9 11 10 0  R5: 0 11 7 0  R6: 0 5 1 4 3 8 1 2 5 1 7 2 8 5 1 10 6 2 6 4 1 0  R7: 0 2 9 0  R8: 0 6 10 0  R9: 0 9 6 2 8 3 4 1 10 6 8 7 3 1 5 10 0  
