[1.6684188842773438, -0.2288135588169098]
[1.7712206840515137, -0.24576270580291748]
[1.4413255453109741, 0.06779661029577255]
[1.637284517288208, -0.11016949266195297]
[1.554412841796875, -0.050847455859184265]
[1.54216730594635, -0.04237288236618042]
[1.5322774648666382, 0.05932203307747841]
