#
184819,235,162,15,969,100,1465,0.8424242424242424	
159077,108,166,11,858,154,1370,0.7933884297520661	
142272,98,127,8,943,168,1254,0.7386363636363636	
161313,109,166,11,765,159,1465,0.8016528925619835	
155958,123,152,11,795,150,1460,0.8347107438016529	
153821,172,166,10,878,168,1423,0.7818181818181819	
164587,153,148,9,872,175,1392,0.797979797979798	
171829,77,128,12,711,152,1456,0.803030303030303	
151365,241,148,10,1051,138,1387,0.7909090909090909	
164056,134,163,10,948,149,1326,0.7818181818181819	
#
142272,98,127,8,943,168,1254,0.7386363636363636	
179592,95,162,14,858,134,1409,0.8181818181818181	
184819,235,162,15,969,100,1465,0.8424242424242424	
171829,77,128,12,711,152,1456,0.803030303030303	
161313,109,166,11,765,159,1465,0.8016528925619835	
149429,168,166,8,921,188,1366,0.7613636363636364	
164459,106,153,11,831,166,1412,0.8347107438016529	
149530,184,166,9,982,162,1348,0.7676767676767677	
159606,174,142,10,886,142,1423,0.7909090909090909	
152908,233,120,7,1015,164,1372,0.7532467532467533	
156114,85,169,9,924,157,1324,0.7676767676767677	
152488,169,166,9,900,187,1399,0.797979797979798	
164402,109,166,14,683,150,1553,0.8376623376623377	
159077,108,166,11,858,154,1370,0.7933884297520661	
155958,123,152,11,795,150,1460,0.8347107438016529	
153821,172,166,10,878,168,1423,0.7818181818181819	
164587,153,148,9,872,175,1392,0.797979797979798	
151365,241,148,10,1051,138,1387,0.7909090909090909	
164056,134,163,10,948,149,1326,0.7818181818181819	
#
142272,98,127,8,943,168,1254,0.7386363636363636	
179592,95,162,14,858,134,1409,0.8181818181818181	
184819,235,162,15,969,100,1465,0.8424242424242424	
160980,113,143,10,773,154,1473,0.8090909090909091	
171829,77,128,12,711,152,1456,0.803030303030303	
149429,168,166,8,921,188,1366,0.7613636363636364	
164402,109,166,14,683,150,1553,0.8376623376623377	
152908,233,120,7,1015,164,1372,0.7532467532467533	
164459,106,153,11,831,166,1412,0.8347107438016529	
156114,85,169,9,924,157,1324,0.7676767676767677	
161313,109,166,11,765,159,1465,0.8016528925619835	
149530,184,166,9,982,162,1348,0.7676767676767677	
159606,174,142,10,886,142,1423,0.7909090909090909	
152488,169,166,9,900,187,1399,0.797979797979798	
153821,172,166,10,878,168,1423,0.7818181818181819	
164587,153,148,9,872,175,1392,0.797979797979798	
