[3.114466905593872, 1.3201030492782593]
[2.807994842529297, 0.8904884457588196]
[3.055164337158203, 1.4894574880599976]
[2.3060436248779297, 1.3680534362792969]
[3.3005447387695312, 1.3887211084365845]
[2.751718282699585, 1.5934585332870483]
[3.2838563919067383, 1.407265543937683]
[3.8307740688323975, 1.5337629318237305]
[3.0403904914855957, 1.629148244857788]
[3.494655132293701, 1.185530185699463]
[3.1581242084503174, 1.281909704208374]
[3.7007362842559814, 1.4229381084442139]
[3.0483739376068115, 1.447434902191162]
[3.8412065505981445, 1.512101173400879]
[2.6031787395477295, 1.1233431100845337]
[2.9634997844696045, 1.4132179021835327]
[2.6939120292663574, 1.537052035331726]
[3.0140621662139893, 1.3704835176467896]
[2.6655213832855225, 1.1000123023986816]
[3.4185752868652344, 1.6410529613494873]
[2.551630973815918, 1.5124324560165405]
[2.58195424079895, 1.7440721988677979]
[2.4745969772338867, 1.7028840780258179]
[2.5823748111724854, 1.491224765777588]
[3.3994669914245605, 1.1305351257324219]
[2.863917589187622, 1.278006911277771]
[2.7142868041992188, 1.3046269416809082]
[3.4382548332214355, 1.5088119506835938]
[3.608412742614746, 1.3447962999343872]
[3.384366750717163, 0.8765831589698792]
[2.1542537212371826, 1.4724348783493042]
[2.7896995544433594, 1.2609106302261353]
[3.5754714012145996, 1.2172679901123047]
[2.758507490158081, 1.260579228401184]
[3.2244014739990234, 1.1470544338226318]
[3.5691490173339844, 1.4723122119903564]
[2.7265920639038086, 1.2800564765930176]
[2.330828905105591, 0.8370397686958313]
[2.873732328414917, 0.9368924498558044]
[3.510756254196167, 1.2184094190597534]
[2.777580976486206, 1.233885645866394]
[3.0665199756622314, 1.1733431816101074]
[3.4508931636810303, 1.2688390016555786]
[3.128142833709717, 1.3236254453659058]
[2.6731154918670654, 1.340267539024353]
[3.465362548828125, 1.4296023845672607]
[3.269177198410034, 1.140414834022522]
[3.1989800930023193, 1.3505277633666992]
[3.1176412105560303, 1.2636719942092896]
[3.2916674613952637, 1.004847764968872]
[2.989870548248291, 1.0491286516189575]
[3.027918815612793, 1.212555170059204]
[2.5707857608795166, 1.220458984375]
[2.764246702194214, 1.1843887567520142]
[2.860852003097534, 1.623171329498291]
[3.8752572536468506, 1.059486985206604]
[3.884462594985962, 1.0847692489624023]
[3.0550994873046875, 1.135223388671875]
[3.38726544380188, 1.4533872604370117]
[2.953975200653076, 1.0117697715759277]
[4.127529144287109, 0.7442930340766907]
[2.3058152198791504, 1.2577687501907349]
[2.6611897945404053, 1.274055004119873]
[2.382301092147827, 1.239936113357544]
[3.1672708988189697, 1.53745698928833]
[3.526261568069458, 1.1407461166381836]
[2.989330291748047, 1.0935566425323486]
[3.272549629211426, 1.186720609664917]
[2.958937883377075, 1.3106282949447632]
[3.664443016052246, 1.2687898874282837]
[3.3277981281280518, 1.1720789670944214]
[2.8733718395233154, 1.6545041799545288]
[2.399658679962158, 1.4727908372879028]
[3.35052227973938, 0.9253681898117065]
[3.1106419563293457, 1.4846711158752441]
[2.8192508220672607, 1.0035099983215332]
[3.1823160648345947, 1.3990058898925781]
[2.934497833251953, 1.312101125717163]
[3.707942247390747, 1.3149361610412598]
[2.8793599605560303, 1.3458149433135986]
[2.987447500228882, 1.2559646368026733]
[3.263291835784912, 1.3525527715682983]
[3.334275722503662, 1.2391752004623413]
[3.7481372356414795, 1.1003190279006958]
[3.2490031719207764, 1.3370274305343628]
[2.613745927810669, 1.4905989170074463]
[2.501927137374878, 1.3005768060684204]
[3.464637041091919, 1.5299336910247803]
[3.1828720569610596, 1.2724840641021729]
[3.0521352291107178, 0.9285100102424622]
[3.078824043273926, 1.5116469860076904]
[3.051176071166992, 1.2044795751571655]
[3.214975357055664, 1.1189125776290894]
[3.3992178440093994, 1.3342660665512085]
[2.883484125137329, 1.2404638528823853]
[2.947537660598755, 1.2918875217437744]
[2.876187562942505, 1.0541973114013672]
[3.276172161102295, 1.1736009120941162]
[2.699432134628296, 1.0194157361984253]
[2.846801280975342, 1.4485517740249634]
