53068.0	24784.445454545457	138999	37	129	2	6
58378.0	23281.745454545457	132952	37	130	3	5
64172.0	23241.445454545457	132199	37	129	4	5
80362.0	21554.527272727275	124198	37	52	7	5
81600.0	21101.945454545457	119424	6	137	8	4
81602.0	20732.818181818184	120200	72	130	5	4
94494.0	19413.809090909093	111549	19	66	10	4
95970.0	18960.863636363636	118335	65	50	9	3
39596.0	26967.924675324677	148886	7	155	0	7
43594.0	26426.324675324675	143590	39	155	0	7
49368.0	24911.145454545454	140136	9	132	1	6
53272.0	23710.536363636365	132749	27	150	2	5
55002.0	23635.136363636364	134105	47	132	2	5
57460.0	24482.745454545457	133602	13	146	3	6
59146.0	23293.645454545454	131591	51	131	3	5
60454.0	24013.236363636366	136906	13	147	3	5
63372.0	23291.936363636363	128303	13	155	4	5
65024.0	23491.072727272727	137868	193	132	1	5
65148.0	21993.909090909092	127990	41	132	4	4
70700.0	21512.345454545455	124018	7	132	5	4
81024.0	21278.272727272728	117900	25	149	7	4
49996.0	30430.817355371903	161889	6	127	2	11
71788.0	22919.081818181818	138099	49	107	4	5
76388.0	22526.354545454546	123619	38	101	6	6
109750.0	18393.58181818182	114504	124	36	11	3
62700.0	23840.636363636364	142940	31	72	4	5
66030.0	23512.536363636365	138519	37	85	5	5
68952.0	23226.054545454546	139776	73	80	4	5
72832.0	22233.20909090909	136323	31	75	6	4
106340.0	17380.845454545455	108453	169	28	10	3
111500.0	17366.00909090909	105851	317	88	8	3
91560.0	19938.118181818183	121893	96	46	8	4
53514.0	24888.627272727274	145269	40	99	2	6
66030.0	23443.67272727273	154704	108	22	3	4
106246.0	18058.663636363635	115443	165	15	10	3
107802.0	17902.763636363637	115014	175	12	10	3
114860.0	17633.027272727275	114373	364	14	9	3
107446.0	20010.20909090909	120793	34	37	12	4
75026.0	22595.136363636364	138695	17	66	7	4
99532.0	19416.218181818185	114824	218	82	8	4
100254.0	18418.82727272727	121301	472	20	5	3
