47326.0	28664.927272727273
47884.0	27477.436363636363
55090.0	26114.636363636364
61876.0	25872.592207792208
63494.0	25667.625974025974
67532.0	23951.19090909091
71886.0	25283.79220779221
84122.0	23787.16363636364
96794.0	22226.245454545457
60476.0	27884.924675324677
73602.0	23776.954545454544
68370.0	24582.118181818183
82322.0	22955.718181818185
88570.0	22327.17272727273
64562.0	25028.436363636363
79504.0	23132.181818181816
105462.0	21099.945454545457
77128.0	23062.545454545456
61802.0	25511.554545454546
77998.0	21849.218181818185
58744.0	27522.546753246752
105250.0	22762.772727272728
108788.0	22042.936363636363
59636.0	26621.824675324675
59364.0	24681.309090909093
59752.0	24292.79090909091
71392.0	23885.69090909091
80564.0	23633.272727272728
93018.0	22136.300000000003
60408.0	27857.663636363635
84122.0	23787.16363636364
123512.0	21642.9
