#
14271.2001953125,2410.0,3060.0,9368.181640625,58500.0,1281.0
16612.400390625,1040.0,3444.0,11927.2724609375,45650.0,1314.0
17017.599609375,1830.0,2916.0,12667.1328125,49050.0,1420.0
17307.19921875,1040.0,3540.0,13945.4541015625,44000.0,1382.0
17228.599609375,4730.0,3972.0,9824.2421875,81550.0,1089.0
16495.900390625,230.0,3336.0,12200.0,29950.0,1532.0
16418.400390625,830.0,3540.0,10745.4541015625,42400.0,1411.0
16647.400390625,230.0,3228.0,12834.96484375,29950.0,1541.0
14871.099609375,2030.0,3588.0,9368.181640625,52300.0,1310.0
13599.7998046875,2850.0,3420.0,8641.55859375,60300.0,1287.0
14670.5,2070.0,3288.0,9436.36328125,49800.0,1382.0
15505.2998046875,1850.0,2952.0,9945.4541015625,65350.0,1124.0
#
14271.2001953125,2410.0,3060.0,9368.181640625,58500.0,1281.0
16495.900390625,230.0,3336.0,12200.0,29950.0,1532.0
15602.099609375,2160.0,2868.0,10581.818359375,48550.0,1442.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
17228.599609375,4730.0,3972.0,9824.2421875,81550.0,1089.0
13772.400390625,1630.0,2964.0,9300.0,51300.0,1313.0
13599.7998046875,2850.0,3420.0,8641.55859375,60300.0,1287.0
#
14271.2001953125,2410.0,3060.0,9368.181640625,58500.0,1281.0
16495.900390625,230.0,3336.0,12200.0,29950.0,1532.0
15602.099609375,2160.0,2868.0,10581.818359375,48550.0,1442.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
17228.599609375,4730.0,3972.0,9824.2421875,81550.0,1089.0
13772.400390625,1630.0,2964.0,9300.0,51300.0,1313.0
13599.7998046875,2850.0,3420.0,8641.55859375,60300.0,1287.0
#
13646.7001953125,2280.0,3420.0,9368.181640625,55650.0,1295.0
16495.900390625,230.0,3336.0,12200.0,29950.0,1532.0
16636.099609375,2780.0,2592.0,9884.8486328125,58600.0,1313.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
16048.2001953125,1750.0,3228.0,9027.2724609375,72000.0,956.0
13772.400390625,1630.0,2964.0,9300.0,51300.0,1313.0
13599.7998046875,2850.0,3420.0,8641.55859375,60300.0,1287.0
#
13646.7001953125,2280.0,3420.0,9368.181640625,55650.0,1295.0
16495.900390625,230.0,3336.0,12200.0,29950.0,1532.0
16636.099609375,2780.0,2592.0,9884.8486328125,58600.0,1313.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
16048.2001953125,1750.0,3228.0,9027.2724609375,72000.0,956.0
13772.400390625,1630.0,2964.0,9300.0,51300.0,1313.0
13772.400390625,1630.0,2964.0,9300.0,51300.0,1313.0
#
13646.7001953125,2280.0,3420.0,9368.181640625,55650.0,1295.0
16495.900390625,230.0,3336.0,12200.0,29950.0,1532.0
16636.099609375,2780.0,2592.0,9884.8486328125,58600.0,1313.0
13947.2001953125,1660.0,3024.0,8563.63671875,65850.0,1046.0
16048.2001953125,1750.0,3228.0,9027.2724609375,72000.0,956.0
13772.400390625,1630.0,2964.0,9300.0,51300.0,1313.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
#
13646.7001953125,2280.0,3420.0,9368.181640625,55650.0,1295.0
16495.900390625,230.0,3336.0,12200.0,29950.0,1532.0
16636.099609375,2780.0,2592.0,9884.8486328125,58600.0,1313.0
13947.2001953125,1660.0,3024.0,8563.63671875,65850.0,1046.0
16048.2001953125,1750.0,3228.0,9027.2724609375,72000.0,956.0
13772.400390625,1630.0,2964.0,9300.0,51300.0,1313.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
#
13646.7001953125,2280.0,3420.0,9368.181640625,55650.0,1295.0
16495.900390625,230.0,3336.0,12200.0,29950.0,1532.0
16636.099609375,2780.0,2592.0,9884.8486328125,58600.0,1313.0
13947.2001953125,1660.0,3024.0,8563.63671875,65850.0,1046.0
16048.2001953125,1750.0,3228.0,9027.2724609375,72000.0,956.0
13772.400390625,1630.0,2964.0,9300.0,51300.0,1313.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
#
13646.7001953125,2280.0,3420.0,9368.181640625,55650.0,1295.0
16495.900390625,230.0,3336.0,12200.0,29950.0,1532.0
16986.099609375,3250.0,2556.0,9884.8486328125,59750.0,1328.0
13947.2001953125,1660.0,3024.0,8563.63671875,65850.0,1046.0
16048.2001953125,1750.0,3228.0,9027.2724609375,72000.0,956.0
13772.400390625,1630.0,2964.0,9300.0,51300.0,1313.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
15171.900390625,1640.0,3216.0,8719.48046875,48750.0,1355.0
#
13646.7001953125,2280.0,3420.0,9368.181640625,55650.0,1295.0
16495.900390625,230.0,3336.0,12200.0,29950.0,1532.0
16986.099609375,3250.0,2556.0,9884.8486328125,59750.0,1328.0
13947.2001953125,1660.0,3024.0,8563.63671875,65850.0,1046.0
16048.2001953125,1750.0,3228.0,9027.2724609375,72000.0,956.0
