f1,f2,f3,f4,f5,f6,f7,f8
136109,302,93,8,1387,175,1069,0.7272727272727273	
118766,360,137,7,1365,183,1135,0.7402597402597403	
130184,352,135,6,1524,178,992,0.6515151515151516	
121224,372,145,6,1434,170,1101,0.6666666666666667	
167621,398,100,9,1300,149,1276,0.7373737373737373	
128153,352,163,7,1466,159,1071,0.6883116883116883	
136615,262,127,7,1307,158,1113,0.7142857142857143	
139468,392,156,10,1492,159,1084,0.7636363636363637	
153648,253,161,8,1236,133,1199,0.7613636363636364	
145410,180,168,13,1169,124,1235,0.7832167832167832	
154811,20,146,10,832,140,1329,0.7818181818181819	
151321,222,134,12,1177,145,1206,0.8181818181818181	
156482,572,174,9,1795,116,1076,0.696969696969697	
120848,487,117,4,1398,151,1304,0.5454545454545454	
168127,46,136,13,778,115,1411,0.8461538461538461	
159569,376,81,7,1198,116,1409,0.7532467532467533	
126447,508,100,4,1490,162,1242,0.5454545454545454	
174217,211,151,13,1023,67,1441,0.8251748251748252	
151668,295,143,7,1462,177,982,0.6753246753246753	
125933,547,96,4,1532,138,1250,0.5	
148898,448,83,6,1428,158,1228,0.6666666666666667	
174733,47,142,10,849,141,1337,0.7909090909090909	
159032,148,145,12,817,118,1549,0.8257575757575758	
160614,63,124,9,878,112,1367,0.7878787878787878	
147392,474,168,11,1738,121,1002,0.7603305785123966	
155317,614,135,8,1861,122,1004,0.6818181818181819	
139941,536,94,6,1441,151,1320,0.6515151515151516	
174237,330,176,16,1174,79,1407,0.8409090909090909	
125499,534,100,4,1547,151,1222,0.5227272727272727	
122312,526,117,4,1496,147,1259,0.5227272727272727	
123151,534,117,4,1553,152,1212,0.5227272727272727	
123173,534,117,4,1488,152,1270,0.5227272727272727	
125970,491,100,4,1453,151,1263,0.5454545454545454	
160046,55,156,10,945,159,1244,0.7727272727272727	
145490,442,108,7,1293,125,1370,0.7142857142857143	
129137,508,117,5,1490,154,1244,0.6181818181818182	
145666,573,123,6,1653,129,1166,0.6363636363636365	
133921,555,146,6,1526,143,1258,0.6515151515151516	
146055,565,135,6,1643,138,1186,0.6515151515151516	
152601,310,161,11,1481,143,1041,0.7933884297520661	
135082,533,134,7,1489,132,1274,0.7012987012987013	
135650,489,123,6,1494,142,1216,0.6515151515151516	
137140,489,140,7,1471,133,1241,0.7012987012987013	
155224,497,117,8,1665,161,1041,0.7045454545454546	
144961,420,126,10,1329,149,1299,0.7636363636363637	
165892,154,162,9,1210,182,1049,0.7878787878787878	
143041,458,140,8,1408,115,1289,0.7045454545454546	
145542,460,146,8,1423,145,1260,0.7159090909090909	
149497,292,168,8,1260,113,1260,0.75	
145140,444,176,8,1407,146,1237,0.75	
119324,323,103,6,1340,194,1097,0.696969696969697	
166882,25,153,13,778,116,1397,0.8181818181818181	
125015,343,55,4,1351,203,1106,0.5909090909090908	
131215,519,70,4,1804,197,917,0.4545454545454546	
176658,82,136,16,719,124,1513,0.8465909090909091	
174123,237,160,14,1169,85,1281,0.8051948051948052	
147481,458,166,9,1866,149,811,0.707070707070707	
149215,409,159,9,1753,156,862,0.6868686868686869	
143688,616,176,12,1949,150,913,0.7727272727272727	
120648,323,123,6,1379,205,1052,0.696969696969697	
175869,84,131,13,817,132,1381,0.8391608391608392	
165163,199,159,14,1017,91,1367,0.8181818181818181	
180026,76,155,16,976,112,1267,0.8011363636363636	
122807,323,124,7,1372,192,1067,0.7012987012987013	
156698,264,159,10,1474,146,966,0.7090909090909091	
128779,393,98,6,1517,199,1010,0.6515151515151516	
155198,379,139,9,1447,135,1153,0.7070707070707071	
131336,359,164,10,1481,162,1058,0.7818181818181817	
131599,239,146,10,1356,157,1071,0.7818181818181819	
173591,250,159,10,1437,153,996,0.7363636363636363	
162149,309,155,11,1392,141,1151,0.7355371900826446	
156604,424,148,10,1520,126,1125,0.7727272727272727	
138363,322,155,8,1316,155,1181,0.7613636363636364	
139040,322,155,9,1316,149,1187,0.7777777777777778	
154823,135,162,10,1060,145,1239,0.7545454545454545	
152497,263,153,11,1259,108,1259,0.7768595041322314	
144350,341,164,8,1285,145,1244,0.7613636363636364	
144122,240,156,10,1216,138,1205,0.7909090909090909	
