f1,f2,f3,f4,f5,f6,f7,f8
168672.0,246.0,155.0,10.0,959.0,111.0,1474.0,0.525
174885.0,173.0,166.0,14.0,1067.0,84.0,1367.0,0.5714285714285714
173276.0,281.0,134.0,11.0,999.0,158.0,1408.0,0.5
152611.0,203.0,172.0,9.0,1115.0,126.0,1307.0,0.5
179060.0,158.0,157.0,11.0,1126.0,137.0,1219.0,0.4772727272727273
175847.0,83.0,162.0,11.0,890.0,151.0,1333.0,0.43181818181818177
182896.0,190.0,159.0,15.0,987.0,133.0,1379.0,0.5
179092.0,110.0,136.0,11.0,1028.0,112.0,1260.0,0.43181818181818177
184848.0,161.0,156.0,13.0,1105.0,124.0,1251.0,0.4423076923076923
175056.0,182.0,155.0,12.0,922.0,169.0,1412.0,0.5416666666666667
162257.0,211.0,157.0,9.0,1101.0,146.0,1277.0,0.38888888888888884
165024.0,263.0,155.0,14.0,1059.0,132.0,1386.0,0.5178571428571428
162217.0,232.0,166.0,10.0,1160.0,140.0,1250.0,0.475
177980.0,315.0,132.0,11.0,1187.0,138.0,1300.0,0.43181818181818177
172570.0,133.0,150.0,13.0,906.0,140.0,1404.0,0.5576923076923077
164545.0,115.0,150.0,11.0,1112.0,141.0,1172.0,0.36363636363636365
168897.0,260.0,156.0,12.0,1082.0,167.0,1372.0,0.47916666666666663
171499.0,298.0,168.0,13.0,1120.0,178.0,1343.0,0.5384615384615384
173104.0,127.0,155.0,11.0,873.0,150.0,1417.0,0.5227272727272727
155177.0,157.0,167.0,10.0,963.0,161.0,1355.0,0.55
154339.0,134.0,145.0,11.0,962.0,150.0,1334.0,0.5681818181818181
143797.0,203.0,147.0,7.0,1089.0,136.0,1283.0,0.3928571428571429
157531.0,201.0,176.0,11.0,1078.0,128.0,1311.0,0.5454545454545454
172882.0,149.0,159.0,12.0,985.0,83.0,1389.0,0.5625
167821.0,222.0,167.0,9.0,1225.0,173.0,1188.0,0.4444444444444444
171974.0,264.0,166.0,13.0,1178.0,110.0,1317.0,0.5
171095.0,140.0,145.0,10.0,826.0,129.0,1486.0,0.5
176725.0,261.0,121.0,8.0,1166.0,164.0,1273.0,0.375
172766.0,353.0,92.0,9.0,1246.0,155.0,1286.0,0.4444444444444444
172910.0,58.0,150.0,13.0,773.0,142.0,1399.0,0.5961538461538461
159295.0,287.0,164.0,10.0,1154.0,180.0,1286.0,0.475
166536.0,195.0,139.0,11.0,923.0,144.0,1446.0,0.5454545454545454
166809.0,160.0,162.0,11.0,978.0,118.0,1353.0,0.5
172285.0,245.0,161.0,11.0,1277.0,124.0,1213.0,0.5
170871.0,225.0,171.0,11.0,941.0,167.0,1424.0,0.5
169162.0,266.0,146.0,11.0,1145.0,140.0,1310.0,0.4772727272727273
163963.0,220.0,159.0,12.0,1042.0,136.0,1332.0,0.5208333333333333
173479.0,222.0,156.0,12.0,1022.0,137.0,1375.0,0.5208333333333333
151826.0,205.0,122.0,9.0,1073.0,174.0,1306.0,0.41666666666666663
170760.0,195.0,145.0,11.0,1051.0,152.0,1326.0,0.5
162238.0,166.0,140.0,13.0,908.0,139.0,1415.0,0.5769230769230769
169782.0,90.0,165.0,14.0,851.0,134.0,1408.0,0.5714285714285714
164267.0,224.0,161.0,12.0,1009.0,143.0,1377.0,0.5625
174443.0,105.0,164.0,12.0,970.0,119.0,1298.0,0.47916666666666663
158860.0,46.0,125.0,12.0,778.0,158.0,1399.0,0.5416666666666667
173913.0,134.0,152.0,11.0,907.0,130.0,1399.0,0.4545454545454546
160290.0,283.0,156.0,11.0,974.0,143.0,1461.0,0.5227272727272727
164751.0,203.0,160.0,11.0,1010.0,136.0,1385.0,0.5454545454545454
174696.0,248.0,164.0,11.0,1152.0,142.0,1250.0,0.4545454545454546
169719.0,168.0,158.0,12.0,935.0,133.0,1418.0,0.5208333333333333
168738.0,153.0,167.0,13.0,982.0,137.0,1342.0,0.5
177455.0,91.0,160.0,13.0,839.0,138.0,1395.0,0.5192307692307692
165854.0,157.0,150.0,11.0,957.0,148.0,1357.0,0.4772727272727273
165243.0,351.0,114.0,10.0,1049.0,198.0,1420.0,0.525
174035.0,125.0,144.0,11.0,1071.0,149.0,1238.0,0.5
168786.0,147.0,124.0,9.0,1040.0,167.0,1246.0,0.5
173634.0,85.0,162.0,12.0,883.0,151.0,1325.0,0.5833333333333333
164165.0,181.0,146.0,7.0,976.0,164.0,1362.0,0.3214285714285714
158086.0,87.0,151.0,11.0,1006.0,145.0,1243.0,0.5227272727272727
149506.0,64.0,157.0,10.0,905.0,149.0,1326.0,0.525
173745.0,102.0,171.0,12.0,879.0,197.0,1316.0,0.5416666666666667
168730.0,149.0,147.0,14.0,998.0,133.0,1299.0,0.5178571428571428
161767.0,175.0,157.0,12.0,1025.0,101.0,1359.0,0.47916666666666663
160720.0,159.0,157.0,11.0,1086.0,165.0,1225.0,0.4545454545454546
175500.0,165.0,140.0,11.0,978.0,152.0,1367.0,0.5227272727272727
170930.0,173.0,156.0,13.0,959.0,157.0,1371.0,0.5
157754.0,284.0,158.0,8.0,1019.0,132.0,1431.0,0.4375
172042.0,148.0,133.0,13.0,1072.0,161.0,1243.0,0.5576923076923077
159854.0,417.0,164.0,8.0,1255.0,182.0,1319.0,0.375
180996.0,192.0,163.0,11.0,1059.0,155.0,1301.0,0.4772727272727273
175187.0,105.0,155.0,14.0,820.0,149.0,1425.0,0.6071428571428572
172018.0,119.0,156.0,12.0,931.0,163.0,1342.0,0.5208333333333333
167577.0,201.0,89.0,9.0,927.0,137.0,1469.0,0.4444444444444444
182058.0,189.0,140.0,10.0,1226.0,154.0,1153.0,0.42500000000000004
180329.0,117.0,152.0,13.0,897.0,121.0,1406.0,0.5192307692307692
168439.0,199.0,172.0,12.0,1001.0,142.0,1334.0,0.47916666666666663
174236.0,190.0,163.0,10.0,1074.0,109.0,1303.0,0.42500000000000004
171938.0,133.0,159.0,13.0,982.0,130.0,1323.0,0.5576923076923077
162139.0,161.0,162.0,8.0,1029.0,145.0,1291.0,0.34375
159729.0,166.0,145.0,10.0,932.0,154.0,1369.0,0.42500000000000004
159770.0,181.0,145.0,10.0,1112.0,140.0,1290.0,0.4
172034.0,335.0,175.0,12.0,1171.0,109.0,1364.0,0.5
175040.0,150.0,140.0,13.0,983.0,158.0,1313.0,0.5576923076923077
160390.0,94.0,141.0,8.0,928.0,140.0,1331.0,0.40625
163956.0,173.0,164.0,10.0,959.0,148.0,1369.0,0.475
159627.0,57.0,164.0,11.0,949.0,123.0,1291.0,0.43181818181818177
152420.0,134.0,153.0,8.0,944.0,130.0,1355.0,0.40625
166131.0,172.0,148.0,11.0,1014.0,113.0,1364.0,0.5
158248.0,63.0,156.0,11.0,820.0,161.0,1373.0,0.5
174556.0,181.0,155.0,10.0,997.0,118.0,1388.0,0.42500000000000004
178002.0,311.0,164.0,14.0,926.0,142.0,1525.0,0.5357142857142857
159560.0,155.0,133.0,10.0,1068.0,119.0,1321.0,0.42500000000000004
168324.0,122.0,134.0,13.0,1019.0,126.0,1285.0,0.5384615384615384
184474.0,154.0,146.0,14.0,1085.0,135.0,1258.0,0.5
170179.0,158.0,159.0,10.0,995.0,126.0,1345.0,0.44999999999999996
157554.0,210.0,151.0,8.0,1065.0,128.0,1342.0,0.40625
180278.0,269.0,156.0,12.0,1208.0,183.0,1211.0,0.5
155913.0,123.0,161.0,9.0,916.0,162.0,1364.0,0.5
170482.0,125.0,156.0,10.0,941.0,145.0,1346.0,0.4
173000.0,291.0,152.0,9.0,1257.0,135.0,1224.0,0.38888888888888884
164936.0,161.0,153.0,11.0,1018.0,152.0,1302.0,0.4545454545454546
169403.0,239.0,159.0,11.0,1066.0,166.0,1314.0,0.5454545454545454
175565.0,255.0,139.0,11.0,1080.0,114.0,1389.0,0.5
171045.0,280.0,159.0,13.0,1132.0,116.0,1353.0,0.5576923076923077
196998.0,150.0,151.0,15.0,805.0,151.0,1523.0,0.6
177846.0,296.0,169.0,12.0,1089.0,140.0,1406.0,0.5208333333333333
166067.0,186.0,162.0,11.0,982.0,158.0,1364.0,0.4545454545454546
153974.0,217.0,158.0,10.0,1058.0,160.0,1296.0,0.475
173194.0,186.0,153.0,12.0,1046.0,130.0,1328.0,0.4375
160788.0,30.0,129.0,11.0,718.0,168.0,1411.0,0.4545454545454546
160378.0,142.0,157.0,10.0,852.0,174.0,1428.0,0.475
165875.0,195.0,167.0,11.0,1001.0,151.0,1358.0,0.4772727272727273
161521.0,262.0,162.0,11.0,1054.0,145.0,1359.0,0.5454545454545454
168818.0,318.0,162.0,11.0,1177.0,137.0,1333.0,0.4772727272727273
180396.0,180.0,167.0,11.0,1051.0,130.0,1312.0,0.4772727272727273
163762.0,261.0,132.0,10.0,1061.0,190.0,1317.0,0.5
163497.0,395.0,166.0,12.0,1185.0,147.0,1384.0,0.5416666666666667
155119.0,305.0,144.0,9.0,1170.0,194.0,1283.0,0.38888888888888884
154256.0,190.0,129.0,9.0,1007.0,163.0,1333.0,0.4722222222222222
175745.0,202.0,167.0,11.0,1027.0,121.0,1376.0,0.4772727272727273
166340.0,217.0,122.0,8.0,1160.0,188.0,1202.0,0.40625
165785.0,145.0,149.0,9.0,878.0,145.0,1405.0,0.4722222222222222
154210.0,56.0,165.0,9.0,803.0,182.0,1358.0,0.5
157194.0,56.0,164.0,10.0,759.0,153.0,1424.0,0.6
177209.0,241.0,162.0,11.0,1098.0,142.0,1336.0,0.43181818181818177
168212.0,193.0,136.0,11.0,1132.0,174.0,1207.0,0.4545454545454546
179643.0,236.0,161.0,9.0,1138.0,131.0,1279.0,0.4444444444444444
158862.0,246.0,162.0,9.0,1108.0,155.0,1288.0,0.41666666666666663
162113.0,177.0,159.0,10.0,1075.0,153.0,1239.0,0.44999999999999996
184362.0,226.0,169.0,13.0,932.0,134.0,1450.0,0.5576923076923077
163208.0,128.0,174.0,11.0,1192.0,119.0,1128.0,0.43181818181818177
150548.0,293.0,171.0,8.0,1159.0,143.0,1323.0,0.34375
181703.0,197.0,163.0,12.0,1014.0,130.0,1359.0,0.5208333333333333
166280.0,211.0,165.0,13.0,958.0,121.0,1471.0,0.5
166951.0,180.0,165.0,14.0,1138.0,128.0,1201.0,0.5357142857142857
167530.0,102.0,143.0,13.0,746.0,108.0,1510.0,0.5769230769230769
164431.0,178.0,163.0,11.0,946.0,110.0,1428.0,0.5681818181818181
170666.0,185.0,162.0,14.0,1030.0,136.0,1315.0,0.5357142857142857
163847.0,203.0,168.0,11.0,1044.0,147.0,1355.0,0.5454545454545454
163611.0,224.0,160.0,9.0,971.0,176.0,1396.0,0.5
176447.0,85.0,157.0,13.0,855.0,126.0,1385.0,0.5192307692307692
171930.0,107.0,143.0,9.0,1241.0,135.0,1084.0,0.4722222222222222
187237.0,223.0,158.0,12.0,1059.0,118.0,1353.0,0.5
166178.0,339.0,141.0,10.0,1273.0,170.0,1235.0,0.35
164691.0,91.0,133.0,10.0,787.0,131.0,1471.0,0.5
177349.0,356.0,162.0,14.0,1128.0,149.0,1427.0,0.5
177231.0,77.0,153.0,11.0,941.0,125.0,1292.0,0.4545454545454546
167650.0,144.0,164.0,10.0,870.0,124.0,1451.0,0.475
150380.0,208.0,140.0,11.0,969.0,125.0,1389.0,0.4545454545454546
168058.0,80.0,133.0,12.0,802.0,132.0,1428.0,0.5833333333333333
164225.0,234.0,164.0,9.0,1144.0,147.0,1287.0,0.38888888888888884
179646.0,67.0,164.0,17.0,785.0,97.0,1459.0,0.5735294117647058
173227.0,386.0,168.0,12.0,1174.0,128.0,1428.0,0.5416666666666667
164755.0,218.0,161.0,10.0,866.0,137.0,1511.0,0.525
166294.0,208.0,157.0,9.0,900.0,173.0,1423.0,0.5277777777777778
174188.0,275.0,143.0,11.0,937.0,145.0,1521.0,0.5227272727272727
165221.0,256.0,147.0,11.0,1092.0,156.0,1338.0,0.5
161409.0,34.0,155.0,11.0,713.0,159.0,1416.0,0.5
172993.0,314.0,150.0,9.0,1290.0,161.0,1208.0,0.36111111111111116
177852.0,67.0,149.0,10.0,997.0,113.0,1237.0,0.44999999999999996
177012.0,280.0,141.0,9.0,1215.0,141.0,1254.0,0.38888888888888884
165476.0,229.0,142.0,9.0,1143.0,152.0,1282.0,0.38888888888888884
156863.0,358.0,135.0,10.0,1209.0,144.0,1316.0,0.44999999999999996
176064.0,193.0,156.0,13.0,1015.0,161.0,1355.0,0.5384615384615384
166679.0,149.0,158.0,11.0,994.0,125.0,1351.0,0.4545454545454546
186869.0,59.0,161.0,14.0,894.0,141.0,1314.0,0.5535714285714286
174489.0,254.0,138.0,10.0,1124.0,123.0,1345.0,0.475
166026.0,50.0,160.0,12.0,714.0,161.0,1461.0,0.5625
158743.0,250.0,166.0,9.0,954.0,195.0,1441.0,0.5277777777777778
169527.0,295.0,166.0,12.0,1086.0,146.0,1394.0,0.5625
166027.0,247.0,164.0,12.0,1160.0,137.0,1259.0,0.5208333333333333
168581.0,95.0,143.0,12.0,988.0,156.0,1276.0,0.4375
174789.0,243.0,168.0,12.0,1100.0,113.0,1342.0,0.47916666666666663
169851.0,140.0,157.0,11.0,1013.0,132.0,1290.0,0.4545454545454546
164666.0,125.0,145.0,11.0,867.0,142.0,1397.0,0.5454545454545454
164949.0,70.0,150.0,12.0,829.0,135.0,1391.0,0.5833333333333333
161099.0,208.0,130.0,11.0,974.0,149.0,1407.0,0.5227272727272727
157866.0,231.0,132.0,15.0,973.0,138.0,1436.0,0.5833333333333333
170134.0,244.0,132.0,12.0,1041.0,171.0,1369.0,0.5625
181441.0,220.0,156.0,14.0,886.0,124.0,1512.0,0.5535714285714286
184387.0,155.0,165.0,12.0,913.0,156.0,1384.0,0.5208333333333333
163781.0,117.0,161.0,11.0,726.0,166.0,1529.0,0.5454545454545454
152384.0,262.0,170.0,9.0,1008.0,168.0,1387.0,0.4444444444444444
159470.0,210.0,127.0,10.0,901.0,181.0,1415.0,0.475
174136.0,182.0,170.0,11.0,1180.0,155.0,1181.0,0.5
174841.0,95.0,151.0,13.0,994.0,156.0,1253.0,0.5576923076923077
155560.0,229.0,144.0,8.0,1193.0,169.0,1190.0,0.34375
163209.0,185.0,157.0,10.0,880.0,145.0,1477.0,0.44999999999999996
152127.0,216.0,109.0,7.0,917.0,163.0,1443.0,0.3928571428571429
175144.0,200.0,159.0,12.0,958.0,118.0,1421.0,0.5833333333333333
171309.0,237.0,163.0,12.0,1176.0,159.0,1205.0,0.5208333333333333
181961.0,418.0,139.0,12.0,1223.0,143.0,1384.0,0.5
184282.0,214.0,153.0,14.0,987.0,165.0,1353.0,0.5357142857142857
167338.0,353.0,165.0,11.0,1273.0,158.0,1278.0,0.4772727272727273
171059.0,116.0,159.0,14.0,762.0,137.0,1496.0,0.5535714285714286
170318.0,268.0,165.0,11.0,1072.0,109.0,1381.0,0.5
169106.0,111.0,139.0,9.0,978.0,158.0,1305.0,0.4444444444444444
173084.0,125.0,126.0,11.0,941.0,173.0,1339.0,0.5454545454545454
166886.0,475.0,168.0,10.0,1278.0,126.0,1392.0,0.475
168035.0,111.0,163.0,10.0,858.0,167.0,1409.0,0.44999999999999996
177390.0,205.0,167.0,12.0,1052.0,134.0,1336.0,0.45833333333333337
170231.0,141.0,161.0,11.0,1058.0,157.0,1237.0,0.40909090909090906
171117.0,166.0,164.0,12.0,988.0,156.0,1332.0,0.5416666666666667
166795.0,187.0,156.0,12.0,1145.0,133.0,1222.0,0.47916666666666663
161355.0,148.0,121.0,10.0,877.0,124.0,1429.0,0.5
177523.0,293.0,162.0,13.0,1163.0,108.0,1340.0,0.5576923076923077
160719.0,195.0,164.0,10.0,954.0,114.0,1431.0,0.5
154732.0,90.0,142.0,10.0,797.0,135.0,1430.0,0.525
164081.0,286.0,169.0,8.0,1255.0,136.0,1250.0,0.3125
169225.0,107.0,165.0,12.0,821.0,153.0,1429.0,0.5625
172029.0,273.0,165.0,12.0,1100.0,160.0,1363.0,0.5208333333333333
175371.0,68.0,162.0,14.0,985.0,115.0,1277.0,0.5178571428571428
166627.0,255.0,167.0,8.0,1224.0,125.0,1244.0,0.34375
170366.0,292.0,161.0,13.0,1139.0,134.0,1327.0,0.5192307692307692
171413.0,299.0,149.0,11.0,1249.0,166.0,1274.0,0.4545454545454546
165797.0,257.0,151.0,8.0,1032.0,147.0,1416.0,0.46875
162732.0,195.0,174.0,12.0,893.0,116.0,1504.0,0.6041666666666667
157438.0,173.0,152.0,12.0,931.0,143.0,1438.0,0.5
165402.0,117.0,136.0,9.0,963.0,142.0,1326.0,0.4444444444444444
170845.0,121.0,164.0,15.0,890.0,138.0,1403.0,0.6
179793.0,136.0,158.0,13.0,915.0,142.0,1401.0,0.5384615384615384
168817.0,149.0,165.0,12.0,996.0,120.0,1359.0,0.5
170235.0,148.0,161.0,13.0,1004.0,120.0,1317.0,0.5769230769230769
157410.0,310.0,159.0,11.0,1127.0,145.0,1367.0,0.5
169121.0,266.0,141.0,11.0,1012.0,138.0,1398.0,0.5227272727272727
169992.0,296.0,164.0,12.0,1113.0,114.0,1344.0,0.5416666666666667
179369.0,169.0,174.0,14.0,1017.0,151.0,1321.0,0.5535714285714286
175717.0,81.0,138.0,9.0,1075.0,162.0,1145.0,0.41666666666666663
166619.0,105.0,161.0,10.0,976.0,189.0,1272.0,0.475
164580.0,144.0,140.0,10.0,1135.0,140.0,1184.0,0.5
177243.0,211.0,145.0,10.0,1167.0,130.0,1253.0,0.375
155512.0,115.0,156.0,9.0,850.0,112.0,1448.0,0.5277777777777778
169953.0,89.0,145.0,14.0,843.0,109.0,1425.0,0.5714285714285714
170567.0,80.0,158.0,11.0,947.0,150.0,1286.0,0.5681818181818181
169758.0,197.0,171.0,9.0,1053.0,145.0,1330.0,0.41666666666666663
166903.0,77.0,147.0,10.0,883.0,129.0,1351.0,0.4
169533.0,180.0,169.0,9.0,1082.0,169.0,1228.0,0.41666666666666663
176354.0,192.0,163.0,13.0,954.0,131.0,1449.0,0.5384615384615384
166676.0,302.0,166.0,13.0,1026.0,134.0,1469.0,0.5384615384615384
178571.0,242.0,168.0,15.0,988.0,136.0,1459.0,0.5833333333333333
176464.0,179.0,162.0,10.0,904.0,168.0,1421.0,0.44999999999999996
167766.0,222.0,138.0,8.0,1114.0,167.0,1245.0,0.40625
161613.0,307.0,138.0,9.0,1087.0,178.0,1346.0,0.5
156182.0,145.0,144.0,8.0,1115.0,152.0,1199.0,0.4375
145055.0,127.0,129.0,7.0,1007.0,160.0,1284.0,0.4285714285714286
153709.0,176.0,157.0,10.0,998.0,160.0,1336.0,0.525
148813.0,237.0,152.0,9.0,1124.0,158.0,1292.0,0.4722222222222222
158887.0,172.0,144.0,9.0,1010.0,175.0,1336.0,0.4444444444444444
170817.0,141.0,136.0,13.0,986.0,132.0,1331.0,0.5192307692307692
162406.0,162.0,157.0,11.0,930.0,117.0,1406.0,0.5
177441.0,240.0,155.0,11.0,1029.0,151.0,1381.0,0.4545454545454546
171395.0,154.0,151.0,11.0,1048.0,158.0,1254.0,0.40909090909090906
169544.0,260.0,152.0,10.0,1136.0,130.0,1307.0,0.44999999999999996
169293.0,89.0,126.0,11.0,955.0,127.0,1307.0,0.5681818181818181
172135.0,89.0,136.0,11.0,992.0,150.0,1224.0,0.5227272727272727
157478.0,202.0,156.0,12.0,1004.0,145.0,1350.0,0.5416666666666667
186074.0,122.0,162.0,13.0,886.0,110.0,1402.0,0.5769230769230769
149438.0,135.0,169.0,10.0,877.0,142.0,1415.0,0.475
165716.0,89.0,136.0,10.0,964.0,153.0,1261.0,0.475
178568.0,265.0,135.0,13.0,1005.0,161.0,1388.0,0.5
167276.0,262.0,150.0,9.0,992.0,172.0,1395.0,0.5
164936.0,216.0,137.0,10.0,961.0,135.0,1443.0,0.475
158089.0,228.0,154.0,10.0,974.0,139.0,1426.0,0.5
166867.0,318.0,163.0,14.0,1068.0,154.0,1464.0,0.5892857142857143
182225.0,295.0,149.0,12.0,1139.0,161.0,1332.0,0.5
157247.0,212.0,148.0,9.0,1095.0,188.0,1254.0,0.4444444444444444
164087.0,117.0,161.0,10.0,1025.0,144.0,1277.0,0.42500000000000004
159166.0,180.0,166.0,7.0,1088.0,155.0,1268.0,0.3571428571428571
176004.0,148.0,161.0,14.0,900.0,124.0,1411.0,0.5892857142857143
163438.0,201.0,164.0,11.0,1070.0,149.0,1313.0,0.4772727272727273
161925.0,159.0,162.0,9.0,1098.0,127.0,1231.0,0.4444444444444444
175111.0,121.0,140.0,11.0,923.0,148.0,1343.0,0.5454545454545454
162570.0,248.0,124.0,9.0,1200.0,152.0,1221.0,0.41666666666666663
170065.0,269.0,162.0,11.0,1162.0,151.0,1255.0,0.40909090909090906
161432.0,187.0,155.0,12.0,1025.0,148.0,1329.0,0.5416666666666667
171151.0,282.0,161.0,11.0,1126.0,137.0,1341.0,0.4772727272727273
172367.0,321.0,165.0,9.0,1251.0,171.0,1244.0,0.36111111111111116
160515.0,73.0,146.0,12.0,959.0,156.0,1229.0,0.5416666666666667
159947.0,80.0,165.0,11.0,796.0,173.0,1398.0,0.5681818181818181
159603.0,82.0,143.0,13.0,875.0,155.0,1331.0,0.5961538461538461
160396.0,252.0,154.0,11.0,1014.0,169.0,1364.0,0.5454545454545454
174744.0,180.0,158.0,13.0,1022.0,145.0,1317.0,0.5769230769230769
179643.0,146.0,162.0,12.0,920.0,131.0,1382.0,0.6041666666666667
173842.0,82.0,162.0,13.0,1013.0,127.0,1191.0,0.5192307692307692
159308.0,200.0,141.0,9.0,1069.0,132.0,1305.0,0.4722222222222222
173056.0,95.0,154.0,11.0,1148.0,110.0,1158.0,0.43181818181818177
169715.0,62.0,158.0,10.0,1083.0,124.0,1167.0,0.475
161387.0,66.0,159.0,11.0,874.0,117.0,1372.0,0.5681818181818181
169722.0,181.0,130.0,8.0,1015.0,128.0,1379.0,0.4375
172006.0,132.0,140.0,12.0,1018.0,133.0,1298.0,0.5625
171483.0,125.0,158.0,10.0,1005.0,174.0,1285.0,0.42500000000000004
168277.0,207.0,134.0,11.0,1054.0,127.0,1345.0,0.5
162153.0,278.0,130.0,9.0,1132.0,167.0,1333.0,0.5
180316.0,157.0,160.0,11.0,982.0,167.0,1322.0,0.38636363636363635
166091.0,222.0,172.0,11.0,1087.0,138.0,1324.0,0.5227272727272727
158306.0,188.0,152.0,11.0,962.0,146.0,1420.0,0.5909090909090908
188071.0,201.0,162.0,15.0,1051.0,129.0,1337.0,0.5833333333333333
165258.0,184.0,158.0,13.0,1054.0,142.0,1332.0,0.5192307692307692
165230.0,136.0,127.0,10.0,1089.0,132.0,1233.0,0.4
160907.0,186.0,165.0,7.0,1050.0,150.0,1271.0,0.3571428571428571
165357.0,168.0,137.0,9.0,1074.0,165.0,1232.0,0.33333333333333337
164196.0,197.0,116.0,7.0,1075.0,172.0,1295.0,0.3214285714285714
167701.0,157.0,133.0,11.0,941.0,132.0,1383.0,0.4772727272727273
166474.0,260.0,159.0,10.0,1021.0,143.0,1422.0,0.44999999999999996
169544.0,184.0,150.0,13.0,833.0,138.0,1485.0,0.6153846153846154
168635.0,161.0,160.0,11.0,951.0,137.0,1376.0,0.4772727272727273
166190.0,250.0,157.0,8.0,1190.0,149.0,1230.0,0.375
162946.0,256.0,150.0,10.0,1317.0,154.0,1124.0,0.475
168371.0,136.0,165.0,12.0,1053.0,126.0,1269.0,0.4375
160324.0,251.0,161.0,10.0,1044.0,139.0,1364.0,0.44999999999999996
179435.0,55.0,151.0,12.0,814.0,147.0,1395.0,0.45833333333333337
176918.0,282.0,161.0,15.0,1127.0,134.0,1323.0,0.4833333333333333
172098.0,338.0,157.0,12.0,1194.0,136.0,1337.0,0.5625
166664.0,372.0,162.0,10.0,1230.0,147.0,1331.0,0.525
176630.0,148.0,133.0,10.0,1061.0,109.0,1295.0,0.4
169718.0,187.0,126.0,11.0,1038.0,124.0,1328.0,0.4772727272727273
171887.0,261.0,154.0,11.0,1145.0,149.0,1270.0,0.43181818181818177
177835.0,396.0,165.0,12.0,1341.0,164.0,1236.0,0.5
170914.0,275.0,158.0,12.0,1129.0,124.0,1327.0,0.5208333333333333
174786.0,200.0,176.0,11.0,1141.0,134.0,1246.0,0.4545454545454546
171212.0,131.0,167.0,9.0,950.0,157.0,1360.0,0.4722222222222222
167565.0,137.0,149.0,10.0,849.0,129.0,1458.0,0.475
173175.0,220.0,169.0,11.0,1085.0,169.0,1284.0,0.5
178808.0,392.0,155.0,10.0,1156.0,156.0,1381.0,0.475
177123.0,150.0,151.0,13.0,825.0,154.0,1469.0,0.5961538461538461
174049.0,185.0,160.0,13.0,903.0,157.0,1432.0,0.5384615384615384
174873.0,191.0,178.0,13.0,1097.0,148.0,1261.0,0.5192307692307692
152711.0,167.0,178.0,8.0,1158.0,133.0,1161.0,0.34375
156958.0,63.0,156.0,11.0,837.0,150.0,1348.0,0.5227272727272727
180946.0,148.0,167.0,13.0,1098.0,114.0,1232.0,0.46153846153846156
160024.0,175.0,158.0,9.0,1229.0,161.0,1117.0,0.41666666666666663
170529.0,119.0,163.0,13.0,984.0,143.0,1326.0,0.4807692307692307
190875.0,184.0,158.0,17.0,989.0,122.0,1351.0,0.5588235294117647
179681.0,208.0,173.0,13.0,1049.0,151.0,1308.0,0.5961538461538461
154808.0,235.0,140.0,8.0,1266.0,149.0,1131.0,0.375
160158.0,184.0,123.0,12.0,938.0,163.0,1397.0,0.5208333333333333
172198.0,174.0,161.0,15.0,993.0,122.0,1320.0,0.5833333333333333
158498.0,143.0,165.0,9.0,962.0,115.0,1371.0,0.5
157856.0,217.0,125.0,8.0,1060.0,118.0,1341.0,0.40625
155723.0,219.0,164.0,9.0,1064.0,145.0,1316.0,0.5
151272.0,171.0,158.0,10.0,980.0,145.0,1372.0,0.44999999999999996
155997.0,233.0,162.0,13.0,1022.0,168.0,1374.0,0.5384615384615384
162281.0,189.0,137.0,12.0,1058.0,135.0,1283.0,0.5
183811.0,256.0,168.0,13.0,1151.0,116.0,1337.0,0.5192307692307692
158474.0,224.0,145.0,10.0,989.0,120.0,1388.0,0.5
178818.0,244.0,158.0,15.0,1107.0,140.0,1320.0,0.55
161875.0,215.0,127.0,13.0,961.0,156.0,1419.0,0.5384615384615384
164629.0,145.0,159.0,10.0,891.0,215.0,1359.0,0.5
167453.0,151.0,125.0,12.0,994.0,154.0,1342.0,0.5208333333333333
172676.0,107.0,163.0,9.0,878.0,192.0,1357.0,0.5
171237.0,154.0,163.0,11.0,967.0,149.0,1359.0,0.5454545454545454
163710.0,273.0,160.0,11.0,1194.0,156.0,1281.0,0.4545454545454546
172114.0,445.0,145.0,9.0,1357.0,195.0,1252.0,0.41666666666666663
169746.0,107.0,150.0,12.0,985.0,107.0,1298.0,0.5416666666666667
167412.0,73.0,158.0,8.0,942.0,141.0,1263.0,0.34375
180545.0,223.0,171.0,15.0,936.0,141.0,1458.0,0.55
170964.0,95.0,145.0,11.0,819.0,130.0,1461.0,0.4772727272727273
181325.0,81.0,155.0,14.0,781.0,135.0,1431.0,0.5892857142857143
163283.0,60.0,150.0,13.0,874.0,124.0,1326.0,0.5384615384615384
169236.0,151.0,156.0,11.0,987.0,131.0,1334.0,0.4545454545454546
171182.0,35.0,163.0,11.0,825.0,132.0,1355.0,0.5454545454545454
175017.0,18.0,136.0,12.0,656.0,150.0,1472.0,0.6041666666666667
163035.0,316.0,144.0,9.0,1173.0,148.0,1328.0,0.4444444444444444
180768.0,306.0,178.0,14.0,1094.0,127.0,1392.0,0.6071428571428572
170893.0,209.0,164.0,11.0,988.0,133.0,1404.0,0.4772727272727273
178799.0,325.0,160.0,11.0,1052.0,138.0,1441.0,0.5454545454545454
181365.0,314.0,156.0,14.0,1241.0,139.0,1281.0,0.5
169741.0,57.0,150.0,13.0,929.0,102.0,1315.0,0.4807692307692307
