f1,f2,f3,f4,f5,f6,f7,f8
162925.0,247.0,143.0,10.0,1007.0,135.0,1424.0,0.44999999999999996
164171.0,265.0,143.0,10.0,1031.0,145.0,1384.0,0.5
163515.0,228.0,164.0,12.0,961.0,153.0,1392.0,0.5416666666666667
167975.0,241.0,161.0,13.0,957.0,138.0,1438.0,0.5192307692307692
165683.0,312.0,146.0,10.0,1032.0,179.0,1432.0,0.5
154388.0,105.0,158.0,12.0,929.0,154.0,1301.0,0.5625
172274.0,90.0,159.0,12.0,927.0,150.0,1290.0,0.45833333333333337
173664.0,169.0,147.0,14.0,945.0,137.0,1394.0,0.5535714285714286
182673.0,353.0,164.0,12.0,1336.0,142.0,1199.0,0.5
170480.0,122.0,158.0,11.0,871.0,186.0,1391.0,0.5227272727272727
177164.0,74.0,165.0,14.0,868.0,126.0,1375.0,0.5178571428571428
180460.0,223.0,160.0,10.0,1135.0,145.0,1262.0,0.44999999999999996
164088.0,144.0,159.0,12.0,967.0,135.0,1368.0,0.47916666666666663
169888.0,133.0,153.0,13.0,988.0,145.0,1323.0,0.5
159920.0,40.0,149.0,10.0,726.0,121.0,1476.0,0.525
171771.0,209.0,162.0,12.0,820.0,135.0,1564.0,0.5208333333333333
176547.0,224.0,170.0,14.0,943.0,176.0,1392.0,0.5714285714285714
188353.0,242.0,171.0,13.0,1080.0,166.0,1307.0,0.5
169553.0,188.0,128.0,8.0,991.0,174.0,1344.0,0.40625
165675.0,150.0,156.0,11.0,981.0,149.0,1327.0,0.4772727272727273
159353.0,237.0,157.0,8.0,1036.0,172.0,1350.0,0.40625
178171.0,270.0,174.0,14.0,1092.0,150.0,1379.0,0.5892857142857143
177290.0,299.0,169.0,11.0,1319.0,179.0,1147.0,0.5
167664.0,174.0,175.0,13.0,945.0,87.0,1451.0,0.5576923076923077
168549.0,115.0,161.0,11.0,917.0,165.0,1332.0,0.5227272727272727
152511.0,256.0,141.0,10.0,1008.0,149.0,1416.0,0.44999999999999996
164387.0,276.0,163.0,11.0,1095.0,145.0,1338.0,0.5
168356.0,174.0,146.0,12.0,935.0,145.0,1424.0,0.5208333333333333
165817.0,292.0,140.0,11.0,1231.0,129.0,1247.0,0.40909090909090906
169146.0,267.0,159.0,13.0,1065.0,142.0,1401.0,0.5576923076923077
165012.0,342.0,163.0,10.0,1202.0,151.0,1343.0,0.475
157539.0,198.0,161.0,10.0,1082.0,155.0,1309.0,0.525
167624.0,72.0,153.0,13.0,1008.0,116.0,1250.0,0.5
169706.0,370.0,163.0,11.0,1288.0,173.0,1225.0,0.5
176421.0,317.0,166.0,11.0,1191.0,125.0,1360.0,0.4772727272727273
162240.0,144.0,136.0,11.0,866.0,146.0,1449.0,0.38636363636363635
163070.0,200.0,177.0,9.0,1075.0,159.0,1294.0,0.41666666666666663
178954.0,231.0,142.0,12.0,1043.0,139.0,1377.0,0.5833333333333333
174875.0,362.0,157.0,12.0,1198.0,130.0,1386.0,0.5
158282.0,239.0,137.0,10.0,1044.0,154.0,1392.0,0.525
170735.0,182.0,157.0,12.0,1008.0,122.0,1397.0,0.5416666666666667
184824.0,161.0,167.0,12.0,1124.0,160.0,1197.0,0.5
164406.0,167.0,163.0,14.0,909.0,133.0,1431.0,0.5535714285714286
169144.0,18.0,157.0,10.0,709.0,168.0,1412.0,0.5
176614.0,321.0,139.0,10.0,1184.0,167.0,1274.0,0.5
168100.0,189.0,164.0,11.0,1261.0,147.0,1121.0,0.43181818181818177
169934.0,90.0,155.0,11.0,974.0,120.0,1299.0,0.43181818181818177
163161.0,133.0,131.0,11.0,1226.0,136.0,1114.0,0.4545454545454546
163122.0,260.0,134.0,8.0,999.0,181.0,1398.0,0.46875
172040.0,233.0,164.0,9.0,1063.0,147.0,1327.0,0.38888888888888884
183173.0,145.0,131.0,12.0,902.0,122.0,1420.0,0.5208333333333333
167111.0,150.0,153.0,10.0,1001.0,144.0,1320.0,0.42500000000000004
168885.0,151.0,149.0,13.0,936.0,132.0,1375.0,0.5576923076923077
152859.0,131.0,144.0,10.0,893.0,149.0,1369.0,0.475
165458.0,230.0,141.0,10.0,1202.0,139.0,1222.0,0.42500000000000004
166386.0,221.0,166.0,10.0,1244.0,171.0,1171.0,0.4
147362.0,54.0,97.0,7.0,805.0,179.0,1356.0,0.4642857142857143
165002.0,135.0,153.0,10.0,855.0,185.0,1404.0,0.575
168532.0,157.0,158.0,12.0,930.0,115.0,1388.0,0.5208333333333333
177262.0,203.0,161.0,14.0,949.0,126.0,1430.0,0.5535714285714286
172319.0,111.0,169.0,12.0,891.0,128.0,1382.0,0.5208333333333333
167731.0,223.0,144.0,13.0,1105.0,162.0,1263.0,0.5384615384615384
160419.0,70.0,170.0,11.0,921.0,135.0,1348.0,0.4772727272727273
167389.0,151.0,166.0,11.0,1089.0,153.0,1237.0,0.5227272727272727
163887.0,173.0,162.0,12.0,936.0,176.0,1359.0,0.5625
155310.0,191.0,163.0,10.0,980.0,180.0,1347.0,0.5
152555.0,104.0,137.0,8.0,954.0,178.0,1270.0,0.4375
160619.0,138.0,139.0,11.0,972.0,167.0,1311.0,0.5
164184.0,68.0,123.0,13.0,906.0,130.0,1292.0,0.5576923076923077
171770.0,55.0,164.0,12.0,829.0,157.0,1357.0,0.5416666666666667
161669.0,90.0,160.0,10.0,989.0,153.0,1280.0,0.42500000000000004
170425.0,262.0,161.0,12.0,950.0,139.0,1442.0,0.5
172478.0,328.0,159.0,9.0,1078.0,207.0,1364.0,0.41666666666666663
179982.0,13.0,160.0,15.0,826.0,118.0,1346.0,0.5166666666666666
162598.0,182.0,152.0,11.0,1036.0,146.0,1276.0,0.5
169513.0,122.0,165.0,12.0,969.0,116.0,1330.0,0.45833333333333337
169529.0,296.0,171.0,9.0,1237.0,145.0,1284.0,0.3055555555555556
184717.0,191.0,166.0,14.0,1102.0,122.0,1304.0,0.5178571428571428
166770.0,233.0,163.0,11.0,983.0,115.0,1443.0,0.5454545454545454
179922.0,137.0,145.0,11.0,992.0,126.0,1321.0,0.4772727272727273
161975.0,267.0,168.0,11.0,1094.0,173.0,1319.0,0.4772727272727273
172217.0,262.0,160.0,13.0,1128.0,146.0,1342.0,0.4807692307692307
159619.0,91.0,155.0,12.0,790.0,102.0,1462.0,0.5416666666666667
178535.0,286.0,160.0,12.0,1003.0,137.0,1453.0,0.4375
163943.0,179.0,155.0,12.0,1019.0,98.0,1362.0,0.5
176195.0,274.0,156.0,14.0,1124.0,162.0,1336.0,0.5357142857142857
162051.0,128.0,164.0,14.0,868.0,139.0,1425.0,0.5357142857142857
161180.0,150.0,157.0,11.0,900.0,123.0,1445.0,0.5
168483.0,300.0,136.0,10.0,1169.0,120.0,1327.0,0.44999999999999996
159364.0,186.0,150.0,10.0,1007.0,172.0,1332.0,0.475
167100.0,274.0,162.0,11.0,1004.0,162.0,1439.0,0.5454545454545454
174811.0,143.0,165.0,14.0,968.0,123.0,1327.0,0.5535714285714286
162993.0,154.0,160.0,13.0,1014.0,131.0,1283.0,0.5576923076923077
165407.0,189.0,163.0,10.0,1113.0,86.0,1292.0,0.42500000000000004
157750.0,205.0,163.0,11.0,1082.0,144.0,1293.0,0.4772727272727273
163056.0,209.0,164.0,11.0,1054.0,127.0,1331.0,0.5454545454545454
164365.0,194.0,152.0,10.0,1093.0,99.0,1292.0,0.4
156195.0,121.0,159.0,10.0,827.0,149.0,1437.0,0.475
182278.0,276.0,167.0,13.0,1138.0,119.0,1378.0,0.5
160354.0,254.0,160.0,10.0,999.0,155.0,1378.0,0.475
171850.0,185.0,124.0,11.0,1022.0,146.0,1326.0,0.4772727272727273
160673.0,155.0,142.0,10.0,1083.0,169.0,1229.0,0.44999999999999996
174621.0,274.0,158.0,10.0,1025.0,132.0,1406.0,0.475
169371.0,276.0,148.0,9.0,1017.0,106.0,1449.0,0.5
157654.0,268.0,134.0,9.0,1113.0,158.0,1305.0,0.36111111111111116
165252.0,94.0,142.0,8.0,919.0,113.0,1377.0,0.375
168418.0,151.0,148.0,10.0,983.0,144.0,1313.0,0.42500000000000004
167901.0,179.0,170.0,11.0,1151.0,142.0,1203.0,0.5227272727272727
170387.0,179.0,165.0,11.0,1010.0,152.0,1335.0,0.5
162474.0,288.0,159.0,12.0,1094.0,153.0,1371.0,0.5208333333333333
170343.0,257.0,154.0,10.0,995.0,139.0,1415.0,0.475
163935.0,347.0,157.0,11.0,1069.0,114.0,1475.0,0.5454545454545454
157964.0,458.0,153.0,12.0,1086.0,173.0,1487.0,0.5416666666666667
169166.0,251.0,135.0,11.0,1264.0,114.0,1209.0,0.4772727272727273
171585.0,38.0,160.0,13.0,931.0,149.0,1220.0,0.46153846153846156
180982.0,260.0,151.0,16.0,848.0,141.0,1544.0,0.5625
169722.0,170.0,162.0,13.0,872.0,105.0,1474.0,0.5769230769230769
172350.0,168.0,155.0,12.0,961.0,144.0,1349.0,0.47916666666666663
173009.0,240.0,154.0,10.0,1136.0,119.0,1294.0,0.44999999999999996
164634.0,169.0,154.0,11.0,842.0,173.0,1456.0,0.5227272727272727
165366.0,234.0,148.0,12.0,955.0,157.0,1425.0,0.5416666666666667
176009.0,231.0,145.0,12.0,946.0,149.0,1433.0,0.5
165134.0,333.0,177.0,11.0,1192.0,183.0,1290.0,0.4772727272727273
168809.0,385.0,135.0,10.0,1099.0,163.0,1460.0,0.525
175298.0,101.0,158.0,9.0,982.0,178.0,1232.0,0.5277777777777778
181600.0,183.0,137.0,15.0,1018.0,111.0,1355.0,0.5666666666666667
183845.0,303.0,140.0,13.0,1120.0,151.0,1335.0,0.5769230769230769
173948.0,241.0,153.0,11.0,1095.0,143.0,1329.0,0.4772727272727273
173587.0,174.0,137.0,10.0,1028.0,139.0,1323.0,0.42500000000000004
169848.0,55.0,155.0,13.0,870.0,98.0,1374.0,0.5769230769230769
176979.0,301.0,162.0,10.0,1290.0,154.0,1213.0,0.42500000000000004
168752.0,157.0,148.0,11.0,1014.0,144.0,1321.0,0.4545454545454546
162360.0,273.0,158.0,10.0,1085.0,133.0,1366.0,0.5
173332.0,159.0,163.0,11.0,852.0,165.0,1426.0,0.5681818181818181
168968.0,222.0,162.0,10.0,1046.0,144.0,1361.0,0.5
180470.0,75.0,162.0,11.0,989.0,156.0,1250.0,0.43181818181818177
160415.0,164.0,156.0,9.0,983.0,165.0,1349.0,0.38888888888888884
164780.0,209.0,155.0,10.0,990.0,137.0,1391.0,0.42500000000000004
182932.0,214.0,154.0,15.0,1061.0,111.0,1313.0,0.55
177131.0,150.0,156.0,13.0,959.0,108.0,1396.0,0.5
167129.0,344.0,163.0,10.0,1246.0,143.0,1270.0,0.475
160501.0,235.0,164.0,8.0,1161.0,157.0,1263.0,0.375
166872.0,166.0,164.0,8.0,1152.0,140.0,1183.0,0.3125
169262.0,292.0,146.0,9.0,1205.0,151.0,1270.0,0.4444444444444444
165438.0,17.0,150.0,11.0,897.0,123.0,1262.0,0.5
163579.0,164.0,164.0,10.0,1074.0,151.0,1239.0,0.5
168616.0,154.0,162.0,11.0,1095.0,137.0,1246.0,0.5
159812.0,273.0,163.0,10.0,1218.0,143.0,1233.0,0.525
167260.0,210.0,173.0,11.0,1127.0,161.0,1247.0,0.4545454545454546
168137.0,172.0,168.0,11.0,965.0,108.0,1420.0,0.5227272727272727
