#
396489,975,191,16,4278,481,3119,0.203125	
396964,756,174,17,3577,537,3476,0.2647058823529411	
413571,874,177,22,3448,504,3712,0.34090909090909094	
402970,916,162,17,4049,486,3257,0.2941176470588235	
401240,974,168,21,3699,564,3471,0.40476190476190477	
405508,739,188,22,3554,499,3474,0.3295454545454546	
413705,820,162,18,3828,473,3394,0.3055555555555556	
399806,698,177,15,3562,483,3434,0.25	
409089,734,156,18,3610,507,3397,0.36111111111111116	
405717,798,189,18,3900,545,3182,0.3055555555555556	
400076,842,178,17,3672,577,3423,0.38235294117647056	
427382,761,163,22,3599,521,3451,0.4204545454545454	
390021,803,170,20,3705,503,3421,0.3375	
416770,618,181,21,3567,462,3340,0.3571428571428571	
413941,719,175,20,3773,508,3241,0.26249999999999996	
427163,773,170,16,3952,481,3198,0.265625	
389998,487,177,19,3591,583,3092,0.4473684210526315	
397401,970,153,18,3558,549,3659,0.29166666666666663	
412203,1003,160,18,3796,574,3472,0.2777777777777778	
393520,903,174,16,3468,492,3696,0.265625	
411390,638,185,19,3795,483,3135,0.2763157894736842	
416861,810,152,16,3756,483,3411,0.234375	
409230,911,163,17,4064,531,3188,0.2941176470588235	
414786,969,166,20,3977,473,3319,0.375	
404455,756,176,18,3755,555,3313,0.36111111111111116	
422354,738,177,19,3911,494,3167,0.25	
425491,722,183,20,3761,613,3185,0.275	
412673,791,173,20,3748,493,3386,0.3125	
397827,509,185,19,3316,553,3364,0.3421052631578947	
419686,797,166,19,3763,615,3257,0.3026315789473685	
409866,690,166,20,3673,518,3260,0.36250000000000004	
416542,1075,176,17,3950,457,3484,0.2941176470588235	
407130,953,178,18,3527,554,3646,0.36111111111111116	
401952,749,191,18,3684,481,3428,0.2777777777777778	
395317,794,169,18,3759,535,3278,0.36111111111111116	
410702,729,176,16,4041,542,3000,0.296875	
394923,672,174,19,3701,543,3209,0.35526315789473684	
402654,604,171,18,3543,546,3336,0.29166666666666663	
406680,1014,150,19,3823,498,3537,0.3421052631578947	
398218,466,179,19,3369,585,3255,0.3421052631578947	
412845,924,166,17,4186,428,3149,0.2647058823529411	
404833,902,187,20,3845,479,3354,0.3375	
370974,557,179,16,3585,514,3246,0.25	
421880,868,161,20,3529,530,3584,0.36250000000000004	
406645,835,174,19,3739,515,3428,0.42105263157894735	
408581,927,168,17,3915,535,3322,0.3382352941176471	
376831,506,172,18,3083,475,3782,0.4027777777777778	
419683,732,180,21,3737,486,3308,0.33333333333333337	
416794,939,157,17,3673,585,3522,0.3382352941176471	
404334,742,169,20,3809,534,3272,0.35	
408601,777,175,18,3723,532,3413,0.38888888888888884	
405273,856,184,20,3698,482,3511,0.35	
398927,823,171,17,3480,571,3672,0.32352941176470584	
393181,636,183,19,3289,543,3663,0.381578947368421	
417813,991,188,15,3928,568,3360,0.31666666666666665	
377608,803,177,16,3720,570,3350,0.25	
408821,646,184,20,3495,499,3386,0.4	
400442,914,169,19,3978,466,3244,0.381578947368421	
420504,760,165,21,3768,489,3333,0.33333333333333337	
379525,632,188,15,3522,521,3375,0.2833333333333333	
413661,721,167,20,3737,537,3231,0.3125	
416208,701,182,17,4022,456,3075,0.23529411764705888	
405239,814,169,18,3760,523,3379,0.3194444444444444	
418827,605,170,22,3716,546,3173,0.3522727272727273	
403711,753,176,18,3721,503,3343,0.38888888888888884	
#
396489,975,191,16,4278,481,3119,0.203125	
396964,756,174,17,3577,537,3476,0.2647058823529411	
412578,726,159,18,3664,470,3362,0.2777777777777778	
402970,916,162,17,4049,486,3257,0.2941176470588235	
397960,615,179,19,3512,562,3309,0.2763157894736842	
399806,698,177,15,3562,483,3434,0.25	
409089,734,156,18,3610,507,3397,0.36111111111111116	
394427,835,187,21,3543,477,3616,0.36904761904761907	
410389,784,171,18,3724,590,3286,0.3472222222222222	
390021,803,170,20,3705,503,3421,0.3375	
415994,638,177,17,3501,538,3385,0.3088235294117647	
413941,719,175,20,3773,508,3241,0.26249999999999996	
395022,543,165,16,3829,510,3041,0.25	
412728,751,166,21,3714,425,3405,0.36904761904761907	
412734,633,166,18,3621,636,3193,0.3194444444444444	
389998,487,177,19,3591,583,3092,0.4473684210526315	
397401,970,153,18,3558,549,3659,0.29166666666666663	
401754,919,184,13,3884,622,3301,0.17307692307692313	
397677,798,192,19,3458,484,3718,0.35526315789473684	
393520,903,174,16,3468,492,3696,0.265625	
394486,464,170,20,3462,483,3321,0.36250000000000004	
409230,911,163,17,4064,531,3188,0.2941176470588235	
404455,756,176,18,3755,555,3313,0.36111111111111116	
407903,763,183,19,3441,566,3541,0.32894736842105265	
397827,509,185,19,3316,553,3364,0.3421052631578947	
410864,703,153,21,3462,559,3538,0.44047619047619047	
398546,754,140,14,3803,465,3287,0.2321428571428571	
400809,751,175,17,3624,492,3483,0.3088235294117647	
395317,794,169,18,3759,535,3278,0.36111111111111116	
394923,672,174,19,3701,543,3209,0.35526315789473684	
402654,604,171,18,3543,546,3336,0.29166666666666663	
398218,466,179,19,3369,585,3255,0.3421052631578947	
406724,672,176,18,3697,468,3321,0.3472222222222222	
370974,557,179,16,3585,514,3246,0.25	
393668,663,164,16,3632,463,3353,0.234375	
383624,570,167,17,3751,557,3112,0.27941176470588236	
376831,506,172,18,3083,475,3782,0.4027777777777778	
404334,742,169,20,3809,534,3272,0.35	
398927,823,171,17,3480,571,3672,0.32352941176470584	
393181,636,183,19,3289,543,3663,0.381578947368421	
377608,803,177,16,3720,570,3350,0.25	
418015,968,151,19,3543,510,3680,0.2894736842105263	
379525,632,188,15,3522,521,3375,0.2833333333333333	
416208,701,182,17,4022,456,3075,0.23529411764705888	
410381,633,174,21,3700,458,3324,0.29761904761904767	
403711,753,176,18,3721,503,3343,0.38888888888888884	
414875,685,173,19,3514,555,3348,0.3157894736842105	
#
396489,975,191,16,4278,481,3119,0.203125	
395424,706,186,19,3784,498,3246,0.381578947368421	
402970,916,162,17,4049,486,3257,0.2941176470588235	
400718,818,182,18,3557,498,3536,0.36111111111111116	
397960,615,179,19,3512,562,3309,0.2763157894736842	
393992,828,190,22,3629,409,3590,0.36363636363636365	
409089,734,156,18,3610,507,3397,0.36111111111111116	
404521,781,154,18,3574,525,3465,0.20833333333333337	
383624,570,167,17,3751,557,3112,0.27941176470588236	
394427,835,187,21,3543,477,3616,0.36904761904761907	
390021,803,170,20,3705,503,3421,0.3375	
397744,752,177,14,3764,537,3292,0.2321428571428571	
395022,543,165,16,3829,510,3041,0.25	
411380,718,175,18,3645,447,3402,0.33333333333333337	
389998,487,177,19,3591,583,3092,0.4473684210526315	
397401,970,153,18,3558,549,3659,0.29166666666666663	
401754,919,184,13,3884,622,3301,0.17307692307692313	
397677,798,192,19,3458,484,3718,0.35526315789473684	
393520,903,174,16,3468,492,3696,0.265625	
406001,810,169,17,3694,584,3314,0.3529411764705882	
394486,464,170,20,3462,483,3321,0.36250000000000004	
400667,863,153,17,3920,504,3233,0.3088235294117647	
397827,509,185,19,3316,553,3364,0.3421052631578947	
410864,703,153,21,3462,559,3538,0.44047619047619047	
398546,754,140,14,3803,465,3287,0.2321428571428571	
400809,751,175,17,3624,492,3483,0.3088235294117647	
395317,794,169,18,3759,535,3278,0.36111111111111116	
394923,672,174,19,3701,543,3209,0.35526315789473684	
402654,604,171,18,3543,546,3336,0.29166666666666663	
398218,466,179,19,3369,585,3255,0.3421052631578947	
406724,672,176,18,3697,468,3321,0.3472222222222222	
406396,944,172,19,3841,418,3483,0.3157894736842105	
370974,557,179,16,3585,514,3246,0.25	
393668,663,164,16,3632,463,3353,0.234375	
376831,506,172,18,3083,475,3782,0.4027777777777778	
408922,1069,164,14,4180,472,3241,0.1785714285714286	
404334,742,169,20,3809,534,3272,0.35	
393181,636,183,19,3289,543,3663,0.381578947368421	
403606,871,150,16,4024,504,3148,0.328125	
377608,803,177,16,3720,570,3350,0.25	
402254,1014,179,16,3801,455,3604,0.3125	
379525,632,188,15,3522,521,3375,0.2833333333333333	
410381,633,174,21,3700,458,3324,0.29761904761904767	
403711,753,176,18,3721,503,3343,0.38888888888888884	
413783,699,166,16,3798,480,3215,0.21875	
#
396489,975,191,16,4278,481,3119,0.203125	
395424,706,186,19,3784,498,3246,0.381578947368421	
