#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
44934.125,214531.59375,353598.6875
44934.125,214531.59375,353598.6875
43108.90234375,216388.15625,356466.59375
#
