[31400.56640625, 744.0, 59698.0]
[25246.236328125, 81432.0, 1260.0]
[33205.53515625, 34704.0, 1776.0]
[26859.16015625, 1620.0, 46812.0]
[34582.19140625, 57178.0, 804.0]
[30657.08203125, 37856.0, 1824.0]
[35393.0078125, 44586.0, 1272.0]
[27179.068359375, 1430.0, 39750.0]
[30434.154296875, 38130.0, 1512.0]
[30755.0, 2046.0, 38000.0]
[36324.1171875, 2408.0, 29550.0]
[28947.6640625, 38934.0, 1680.0]
[20693.0, 56775.32421875, 1632.0]
[27872.263671875, 38432.0, 1788.0]
[32455.15234375, 84724.0, 1056.0]
[27597.400390625, 38878.85546875, 1716.0]
[24453.400390625, 40156.546875, 1404.0]
[31472.4453125, 37060.0, 1572.0]
[21455.80078125, 49059.16796875, 2052.0]
[22333.19921875, 55001.08984375, 1572.0]
[26503.6796875, 47774.0, 1380.0]
[31128.408203125, 48588.0, 1236.0]
